 S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 6964.5      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 230689.5 15379136.0    0.0     21248.0 14315.7      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3345352.8 15379136.0    0.0     31616.0 30798.8      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3922140.2 15379136.0    0.0     33920.0 33889.7      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5306596.4 15379136.0    0.0     34304.0 34150.3      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5421941.2 15379136.0    0.0     39104.0 38913.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0   88176.6 5767232.0 2179164.4 15379136.0    0.0     48896.0 48723.5      1    0.064   0      0.000    0.064
961152.0 961152.0 114605.3  0.0   5767232.0   0.0    15379136.0    0.0     50048.0 50027.8      2    0.102   0      0.000    0.102
961152.0 961152.0 114605.3  0.0   5767232.0 4738208.9 15379136.0    0.0     50240.0 50169.0      2    0.102   0      0.000    0.102
961152.0 961152.0  0.0   112269.0 5767232.0 3549077.1 15379136.0    0.0     50240.0 50175.9      3    0.142   0      0.000    0.142
961152.0 961152.0 115771.3  0.0   5767232.0 1589697.2 15379136.0    0.0     50240.0 50191.6      4    0.186   0      0.000    0.186
961152.0 961152.0 115771.3  0.0   5767232.0 5675025.0 15379136.0    0.0     50624.0 50536.3      4    0.186   0      0.000    0.186
130816.0 961152.0  0.0   116447.1 5767232.0 2693497.7 15379136.0    0.0     50624.0 50541.5      5    0.236   0      0.000    0.236
130816.0 961152.0  0.0   116447.1 5767232.0 4678585.5 15379136.0    0.0     50624.0 50541.9      5    0.236   0      0.000    0.236
130816.0 134720.0 122379.6  0.0   7420096.0 1173260.2 15379136.0    0.0     50624.0 50542.5      6    0.278   0      0.000    0.278
