 S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 6886.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 230689.5 15379136.0    0.0     21248.0 14591.8      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3460793.6 15379136.0    0.0     28160.0 27997.9      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3922173.3 15379136.0    0.0     33920.0 33866.2      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5306661.6 15379136.0    0.0     35456.0 35256.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0   88620.9 5767232.0 5767232.0 15379136.0    0.0     46400.0 46385.2      1    0.000   0      0.000    0.000
961152.0 961152.0  0.0   101677.9 5767232.0 1257026.6 15379136.0    0.0     48896.0 48710.7      1    0.080   0      0.000    0.080
961152.0 961152.0  0.0   101677.9 5767232.0 2874242.5 15379136.0    0.0     49472.0 49416.8      1    0.080   0      0.000    0.080
961152.0 961152.0 116530.2  0.0   5767232.0   0.0    15379136.0    0.0     50432.0 50261.8      2    0.132   0      0.000    0.132
961152.0 961152.0 116530.2  0.0   5767232.0 2458299.8 15379136.0    0.0     50432.0 50313.6      2    0.132   0      0.000    0.132
961152.0 961152.0 116530.2  0.0   5767232.0 4266570.2 15379136.0    0.0     50432.0 50376.6      2    0.132   0      0.000    0.132
961152.0 961152.0  0.0   120558.2 5767232.0 681195.6 15379136.0    0.0     50432.0 50390.4      3    0.171   0      0.000    0.171
961152.0 961152.0  0.0   120558.2 5767232.0 3029687.6 15379136.0    0.0     50624.0 50475.9      3    0.171   0      0.000    0.171
961152.0 961152.0  0.0   120558.2 5767232.0 5085151.1 15379136.0    0.0     50624.0 50488.5      3    0.171   0      0.000    0.171
961152.0 961152.0 108069.9  0.0   5767232.0 1764481.1 15379136.0    0.0     50624.0 50489.9      4    0.211   0      0.000    0.211
961152.0 961152.0 108069.9  0.0   5767232.0 3843665.3 15379136.0    0.0     50624.0 50495.4      4    0.211   0      0.000    0.211
123136.0 961152.0  0.0   110815.8 5767232.0 353860.9 15379136.0    0.0     50624.0 50498.9      5    0.247   0      0.000    0.247
123136.0 961152.0  0.0   110815.8 5767232.0 2499088.3 15379136.0    0.0     50624.0 50499.1      5    0.247   0      0.000    0.247
123136.0 961152.0  0.0   110815.8 5767232.0 4435912.4 15379136.0    0.0     50624.0 50499.6      5    0.247   0      0.000    0.247
123136.0 121728.0 112229.7  0.0   7444672.0 799165.0 15379136.0    0.0     50624.0 50500.6      6    0.296   0      0.000    0.296
123136.0 121728.0 112229.7  0.0   7444672.0 2973938.1 15379136.0    0.0     50624.0 50501.1      6    0.296   0      0.000    0.296
123136.0 121728.0 112229.7  0.0   7444672.0 5182533.1 15379136.0    0.0     50624.0 50540.5      6    0.296   0      0.000    0.296
123136.0 121728.0 112229.7  0.0   7444672.0 7188588.4 15379136.0    0.0     50624.0 50540.9      6    0.296   0      0.000    0.296
137024.0 36096.0  0.0   36056.7 7444672.0 2033582.6 15379136.0  89842.5   50624.0 50541.1      7    0.347   0      0.000    0.347
137024.0 36096.0  0.0   36056.7 7444672.0 3781566.8 15379136.0  89842.5   50624.0 50541.8      7    0.347   0      0.000    0.347
137024.0 36096.0  0.0   36056.7 7444672.0 5946487.7 15379136.0  89842.5   50816.0 50752.2      7    0.347   0      0.000    0.347
137024.0 36096.0  0.0   36056.7 7444672.0 7305424.2 15379136.0  89842.5   50816.0 50803.1      7    0.347   0      0.000    0.347
137024.0 144640.0 40409.2  0.0   7400256.0 1009436.6 15379136.0  89978.5   51008.0 50832.6      8    0.363   0      0.000    0.363
137024.0 144640.0 40409.2  0.0   7400256.0 2478935.8 15379136.0  89978.5   51008.0 50842.5      8    0.363   0      0.000    0.363
137024.0 144640.0 40409.2  0.0   7400256.0 3820716.9 15379136.0  89978.5   51008.0 50852.1      8    0.363   0      0.000    0.363
137024.0 144640.0 40409.2  0.0   7400256.0 5436072.2 15379136.0  89978.5   51008.0 50852.3      8    0.363   0      0.000    0.363
137024.0 144640.0 40409.2  0.0   7400256.0 7276391.8 15379136.0  89978.5   51008.0 50852.4      8    0.363   0      0.000    0.363
146624.0 52480.0  0.0   52461.5 7400256.0 1280692.8 15379136.0  90066.5   51008.0 50853.8      9    0.383   0      0.000    0.383
146624.0 52480.0  0.0   52461.5 7400256.0 2683169.4 15379136.0  90066.5   51008.0 50854.0      9    0.383   0      0.000    0.383
146624.0 52480.0  0.0   52461.5 7400256.0 4134881.2 15379136.0  90066.5   51008.0 50875.8      9    0.383   0      0.000    0.383
146624.0 52480.0  0.0   52461.5 7400256.0 5891051.8 15379136.0  90066.5   51008.0 50879.5      9    0.383   0      0.000    0.383
146624.0 148800.0 42844.7  0.0   7391936.0 470816.2 15379136.0  97180.6   51008.0 50881.3     10    0.401   0      0.000    0.401
146624.0 148800.0 42844.7  0.0   7391936.0 2669228.1 15379136.0  97180.6   51008.0 50883.4     10    0.401   0      0.000    0.401
146624.0 148800.0 42844.7  0.0   7391936.0 4783742.9 15379136.0  97180.6   51008.0 50883.4     10    0.401   0      0.000    0.401
146624.0 148800.0 42844.7  0.0   7391936.0 7041026.6 15379136.0  97180.6   51008.0 50883.4     10    0.401   0      0.000    0.401
149504.0 42688.0  0.0   42665.3 7391936.0 1586538.7 15379136.0  107420.9  51008.0 50883.4     11    0.418   0      0.000    0.418
149504.0 42688.0  0.0   42665.3 7391936.0 3539152.1 15379136.0  107420.9  51008.0 50883.5     11    0.418   0      0.000    0.418
149504.0 42688.0  0.0   42665.3 7391936.0 5202331.9 15379136.0  107420.9  51008.0 50885.4     11    0.418   0      0.000    0.418
149504.0 42688.0  0.0   42665.3 7391936.0 6317546.0 15379136.0  107420.9  51008.0 50886.1     11    0.418   0      0.000    0.418
149504.0 42688.0  0.0   42665.3 7391936.0 7268429.1 15379136.0  107420.9  51008.0 50891.2     11    0.418   0      0.000    0.418
149504.0 148096.0 48063.2  0.0   7391936.0 1071166.4 15379136.0  107484.9  51008.0 50894.6     12    0.434   0      0.000    0.434
149504.0 148096.0 48063.2  0.0   7391936.0 2344693.8 15379136.0  107484.9  51008.0 50897.9     12    0.434   0      0.000    0.434
149504.0 148096.0 48063.2  0.0   7391936.0 3843649.8 15379136.0  107484.9  51008.0 50899.4     12    0.434   0      0.000    0.434
149504.0 148096.0 48063.2  0.0   7391936.0 5524509.8 15379136.0  107484.9  51008.0 50899.4     12    0.434   0      0.000    0.434
149504.0 148096.0 48063.2  0.0   7391936.0 7274773.5 15379136.0  107484.9  51008.0 50899.4     12    0.434   0      0.000    0.434
144576.0 148096.0  0.0   55915.9 7391936.0 1827443.8 15379136.0  114888.0  51008.0 50899.4     13    0.457   0      0.000    0.457
144576.0 148096.0  0.0   55915.9 7391936.0 3531350.3 15379136.0  114888.0  51008.0 50900.3     13    0.457   0      0.000    0.457
144576.0 148096.0  0.0   55915.9 7391936.0 5379337.0 15379136.0  114888.0  51008.0 50905.7     13    0.457   0      0.000    0.457
144576.0 148096.0  0.0   55915.9 7391936.0 7131314.6 15379136.0  114888.0  51008.0 50906.5     13    0.457   0      0.000    0.457
144576.0 141952.0 49630.8  0.0   7403008.0 1535151.5 15379136.0  125621.8  51008.0 50907.4     14    0.475   0      0.000    0.475
144576.0 141952.0 49630.8  0.0   7403008.0 2949471.1 15379136.0  125621.8  51008.0 50908.2     14    0.475   0      0.000    0.475
144576.0 141952.0 49630.8  0.0   7403008.0 4530395.2 15379136.0  125621.8  51008.0 50908.5     14    0.475   0      0.000    0.475
144576.0 141952.0 49630.8  0.0   7403008.0 6389608.9 15379136.0  125621.8  51008.0 50910.3     14    0.475   0      0.000    0.475
138112.0 141952.0  0.0   54417.3 7403008.0 819275.6 15379136.0  128155.9  51008.0 50910.9     15    0.490   0      0.000    0.490
138112.0 141952.0  0.0   54417.3 7403008.0 1764455.2 15379136.0  128155.9  51008.0 50914.3     15    0.490   0      0.000    0.490
138112.0 141952.0  0.0   54417.3 7403008.0 3044834.6 15379136.0  128155.9  51008.0 50923.3     15    0.490   0      0.000    0.490
138112.0 141952.0  0.0   54417.3 7403008.0 4425813.0 15379136.0  128155.9  51008.0 50929.1     15    0.490   0      0.000    0.490
138112.0 141952.0  0.0   54417.3 7403008.0 5914723.8 15379136.0  128155.9  51008.0 50935.8     15    0.490   0      0.000    0.490
138112.0 135616.0 45684.9  0.0   7415808.0 43986.8  15379136.0  131886.5  51008.0 50937.2     16    0.506   0      0.000    0.506
138112.0 135616.0 45684.9  0.0   7415808.0 1506347.1 15379136.0  131886.5  51008.0 50938.6     16    0.506   0      0.000    0.506
138112.0 135616.0 45684.9  0.0   7415808.0 2655804.3 15379136.0  131886.5  51008.0 50947.5     16    0.506   0      0.000    0.506
138112.0 135616.0 45684.9  0.0   7415808.0 3749754.5 15379136.0  131886.5  51008.0 50947.5     16    0.506   0      0.000    0.506
138112.0 135616.0 45684.9  0.0   7415808.0 4974979.9 15379136.0  131886.5  51008.0 50949.7     16    0.506   0      0.000    0.506
138112.0 135616.0 45684.9  0.0   7415808.0 5960180.6 15379136.0  131886.5  51008.0 50950.2     16    0.506   0      0.000    0.506
138112.0 135616.0 45684.9  0.0   7415808.0 6832321.1 15379136.0  131886.5  51008.0 50950.2     16    0.506   0      0.000    0.506
129216.0 135616.0  0.0   65977.1 7415808.0 1237776.5 15379136.0  138497.8  51008.0 50950.2     17    0.532   0      0.000    0.532
129216.0 135616.0  0.0   65977.1 7415808.0 2913338.6 15379136.0  138497.8  51008.0 50951.3     17    0.532   0      0.000    0.532
129216.0 135616.0  0.0   65977.1 7415808.0 4627430.1 15379136.0  138497.8  51008.0 50951.7     17    0.532   0      0.000    0.532
129216.0 135616.0  0.0   65977.1 7415808.0 5658104.4 15379136.0  138497.8  51008.0 50954.3     17    0.532   0      0.000    0.532
129216.0 135616.0  0.0   65977.1 7415808.0 7134987.3 15379136.0  138497.8  51008.0 50954.9     17    0.532   0      0.000    0.532
129216.0 128448.0 36584.1  0.0   7431872.0 1394198.3 15379136.0  149565.8  51008.0 50955.4     18    0.553   0      0.000    0.553
129216.0 128448.0 36584.1  0.0   7431872.0 2977419.1 15379136.0  149565.8  51008.0 50955.4     18    0.553   0      0.000    0.553
129216.0 128448.0 36584.1  0.0   7431872.0 4389941.8 15379136.0  149565.8  51008.0 50958.6     18    0.553   0      0.000    0.553
129216.0 128448.0 36584.1  0.0   7431872.0 6176496.6 15379136.0  149565.8  51008.0 50958.6     18    0.553   0      0.000    0.553
125824.0 128448.0  0.0   42715.4 7431872.0 771147.8 15379136.0  156791.1  51008.0 50959.6     19    0.567   0      0.000    0.567
125824.0 128448.0  0.0   42715.4 7431872.0 2817670.0 15379136.0  156791.1  51008.0 50959.6     19    0.567   0      0.000    0.567
125824.0 128448.0  0.0   42715.4 7431872.0 5044549.3 15379136.0  156791.1  51008.0 50959.6     19    0.567   0      0.000    0.567
125824.0 128448.0  0.0   42715.4 7431872.0 7192105.4 15379136.0  156791.1  51008.0 50960.2     19    0.567   0      0.000    0.567
125824.0 123712.0 38193.3  0.0   7440000.0 1738597.4 15379136.0  164411.7  51008.0 50960.2     20    0.582   0      0.000    0.582
125824.0 123712.0 38193.3  0.0   7440000.0 4024819.4 15379136.0  164411.7  51008.0 50960.2     20    0.582   0      0.000    0.582
125824.0 123712.0 38193.3  0.0   7440000.0 6147837.0 15379136.0  164411.7  51008.0 50960.2     20    0.582   0      0.000    0.582
119936.0 123712.0  0.0   44948.9 7440000.0 950633.0 15379136.0  171340.7  51008.0 50960.5     21    0.597   0      0.000    0.597
119936.0 123712.0  0.0   44948.9 7440000.0 2413819.3 15379136.0  171340.7  51008.0 50960.5     21    0.597   0      0.000    0.597
119936.0 123712.0  0.0   44948.9 7440000.0 3705217.6 15379136.0  171340.7  51008.0 50960.5     21    0.597   0      0.000    0.597
119936.0 123712.0  0.0   44948.9 7440000.0 4729606.8 15379136.0  171340.7  51008.0 50961.1     21    0.597   0      0.000    0.597
