procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  4   6644 10354448  16724 12864400    0    0 11968 66434 7710 7826  6  1 84  9  0
21  2   6644 10246304  16848 12970944    0    0 18914 18654 9707 10359  9  1 78 12  0
 0  3   6644 10119452  16980 13096484    0    0 16560 34792 10266 11608  8  2 81  8  0
 0  2   6644 9997932  17100 13218236    0    0 14328 36946 10141 11660  7  2 82  8  0
 2  3   6644 9886612  17200 13327148    0    0 10148 60160 9544 11063  5  2 83  9  0
 1  3   6644 9797464  17288 13418476    0    0 12810 64228 8875 9524  7  2 83  9  0
 0  2   6644 9713376  17380 13503168    0    0 11640 59580 10025 11133  6  2 83  8  0
 1  2   6644 9622608  17468 13592624    0    0 12300 57406 10326 11417  7  2 79 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2   6644 9536412  17548 13678588    0    0 14610 50270 8762 9430  7  2 82 10  0
 2  4   6644 9422984  17664 13792988    0    0 19348 44318 10879 11988  9  2 78 10  0
 2  5   6644 9274184  17808 13934068    0    0 25140 44336 12608 12657 12  2 73 13  0
 1  3   6644 9109140  18000 14098072    0    0 34586 28826 12035 12007 13  2 71 13  0
 4  3   6644 8945824  18164 14260432    0    0 29884 50182 12631 14042 12  3 77  8  0
 1  3   6644 8720268  18384 14469112    0    0 38676 39012 13526 15651 17  3 68 12  0
 2  5   6644 8517636  18604 14672632    0    0 39984 38838 11527 14706 17  3 63 18  0
 7  3   6644 8228832  18904 14959948    0    0 52926 14276 14414 18197 22  4 60 14  0
 1  4   6644 7910680  19188 15253772    0    0 44970 33908 15231 19502 21  4 65 10  0
 7  5   6644 7635648  19472 15530120    0    0 43572 35344 14791 17599 19  4 66 11  0
 4  4   6644 7347968  19740 15802108    0    0 50362 26580 12762 16296 23  3 65  9  0
 5  3   6644 7091396  20016 16057584    0    0 45358 35050 12351 16593 20  3 69  8  0
 0  2   6644 6841892  20236 16308508    0    0 41252 30070 12867 17040 17  3 71  9  0
 3  4   6644 6580880  20504 16551800    0    0 33066 37102 13019 16717 15  3 72 10  0
 1  4   6644 6307220  20764 16824592    0    0 41130 34132 11755 16836 18  3 70  9  0
 5  3   6644 6027864  21024 17102956    0    0 47432 28606 11878 16696 22  4 58 17  0
 3  4   6644 5761900  21280 17351168    0    0 45368 22894 12726 16228 19  3 62 16  0
 1  4   6644 5578116  21476 17536580    0    0 38440 36536 10053 12327 16  3 67 15  0
 2  4   6644 5324768  21724 17788768    0    0 45848 30532 13007 18564 20  3 63 14  0
 1  3   6644 5042420  21988 18057904    0    0 45232 20176 13447 20204 20  4 68  9  0
 1  2   6644 4855560  22160 18242876    0    0 34592 54538 10552 14031 15  2 69 14  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  3   6644 4683928  22340 18413676    0    0 24120 50868 10510 14273 10  2 74 13  0
 1  2   6644 4482700  22516 18597008    0    0 29062 45662 10211 14572 13  2 73 12  0
 1  2   6644 4363032  22672 18716092    0    0 29728 40392 8445 11729 12  3 71 14  0
 0  5   6644 4288176  22760 18792136    0    0 12836 61848 6555 7507  7  2 79 13  0
 1  2   6644 4216464  22832 18865056    0    0 15606 56748 4798 5093  7  1 70 21  0
 3  2   6644 4075236  22996 19006544    0    0 15126 77494 8734 11330  6  2 75 17  0
 2  2   6644 3944516  23140 19135564    0    0 11286 50012 8712 11367  6  2 75 17  0
 4  2   6644 3829344  23240 19253324    0    0  7172 42398 8718 11407  5  2 77 16  0
 1  3   6644 3737096  23320 19344320    0    0 10762 43696 6558 7686  6  1 78 15  0
 0  2   6644 3648080  23364 19386648    0    0  8968 42470 4090 4025  4  1 84 11  0
 1  2   6644 3578152  23444 19455104    0    0  7432 66622 5389 6773  4  1 86  9  0
 0  2   6644 3508580  23504 19524596    0    0  6408 69786 6118 7600  3  1 87  8  0
 1  2   6644 3431676  23580 19601976    0    0  6404 63116 7062 8383  4  2 86  8  0
 0  2   6644 3375744  23640 19656472    0    0  6662 72260 5012 5824  4  1 86  9  0
 0  2   6644 3337932  23688 19696092    0    0  7306 57890 3820 3821  3  1 86 10  0
 0  2   6644 3295680  23728 19737552    0    0  6148 72864 4332 4910  3  1 88  8  0
 0  2   6644 3267648  23764 19766216    0    0  5126 69396 3433 3616  3  1 88  9  0
 1  2   6644 3180096  23848 19852372    0    0  6666 66970 5808 7014  4  1 83 12  0
 1  2   6644 3107672  23924 19925516    0    0  6664 69268 5077 6487  4  1 86  9  0
 0  2   6644 3023848  24008 20009256    0    0  7430 69616 5461 6854  4  2 83 11  0
 0  2   6644 2958020  24056 20073740    0    0  8582 59550 5140 5230  4  1 81 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2   6644 2896840  24128 20135312    0    0  3330 81184 4806 5950  3  1 88  8  0
 0  2   6644 2808884  24232 20223488    0    0  3974 78140 6123 7981  3  2 88  8  0
 0  2   6644 2713420  24324 20317700    0    0  4358 66228 6443 9048  3  2 83 12  0
 1  2   6644 2621180  24416 20410320    0    0  4868 71498 6361 8630  4  1 85  9  0
 0  2   6644 2556128  24484 20476008    0    0  6408 56168 4979 6675  4  1 85 11  0
 2  2   6644 2515116  24532 20517200    0    0  5380 73302 3710 4480  3  1 86 10  0
 4  2   6644 2463556  24584 20569304    0    0  7946 61136 4245 4884  4  1 87  8  0
 1  2   6644 2426084  24608 20602444    0    0  3842 67208 3658 4242  3  1 84 12  0
 1  2   6644 2388892  24644 20638792    0    0  3844 72854 4270 5132  3  1 88  9  0
 2  2   6644 2328520  24704 20698908    0    0  4612 77364 5580 6943  3  1 85 11  0
 2  3   6644 2260172  24776 20768532    0    0  2972 72150 6579 8552  8  2 81  9  0
 0  3   6644 2180904  24864 20847076    0    0  3826 62678 6423 8249  3  1 84 11  0
 0  2   6644 2088004  24980 20939164    0    0  7180 52936 6172 7813  4  1 84 11  0
 0  2   6644 1959400  25104 21069776    0    0  6794 70110 8687 11340  4  2 84 10  0
 1  2   6644 1862472  25204 21165992    0    0  6668 65058 7507 9874  4  2 86  8  0
 0  2   6644 1783096  25288 21243816    0    0  5380 67874 6071 7361  3  2 82 13  0
 0  2   6644 1741688  25332 21285620    0    0  3844 55430 4642 5344  3  1 80 16  0
 1  2   6644 1732784  25400 21294528    0    0  5640 61298 5307 6168  3  4 80 13  0
 0  3   6644 1687896  25440 21339700    0    0  5380 52360 5047 5878  3  1 87  9  0
 0  4   6644 1652680  25480 21374896    0    0  3996 59024 4139 5037  3  1 84 12  0
 1  2   6644 1594104  25580 21432980    0    0  5494 66016 5298 6436  3  1 85 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2   6644 1509172  25668 21518592    0    0  4358 43748 6297 8657  3  2 79 15  0
 0  2   6644 1428464  25756 21599992    0    0  6406 44552 6108 7832  4  1 80 15  0
 0  3   6644 1336952  25848 21691700    0    0  3228 60596 7853 10043  3  2 87  8  0
 2  4   6644 1290708  25892 21737972    0    0  5488 44368 5086 6064  3  1 87  9  0
 0  2   6644 1232668  25940 21794260    0    0  6404 76474 6165 7569  3  1 85 10  0
 0  2   6644 1161384  26032 21866384    0    0  6408 56266 7893 10585  4  1 85 10  0
 0  2   6644 1088208  26108 21939572    0    0  5894 62908 7317 9597  3  1 86 10  0
 2  2   6644 1003904  26176 22022648    0    0  4868 74998 7392 10130  4  2 83 12  0
 1  3   6644 910672  26272 22116572    0    0  7432 64250 8235 11082  5  2 77 17  0
 1  2   6644 865800  26340 22149028    0    0  5636 71416 7117 9722  4  3 75 18  0
 2  2   6644 831212  26376 22182624    0    0  4612 59618 4599 5741  2  2 78 18  0
 0  3   6644 780496  26440 22233184    0    0  6302 98474 6103 7584  3  1 78 18  0
 0  2   6644 756416  26472 22258432    0    0  3950 77764 3612 4132  3  1 80 16  0
 3  2   6644 746008  26520 22271420    0    0  6412 31422 4130 4481  3  1 81 15  0
 1  0   6644 714280  26552 22304540    0    0  5638     0 3539 4215  3  1 95  1  0
 1  0   6644 684280  26588 22333884    0    0  5384     0 3188 3750  3  1 97  0  0
 1  0   6644 657248  26612 22359700    0    0  5514     0 2783 3161  3  1 96  0  0
 1  0   6644 619196  26652 22398932    0    0  5638     0 3933 4869  3  1 97  0  0
 0  1   6644 577936  26712 22441208    0    0  7822 68688 4918 5647  4  1 81 15  0
 2  0   6644 545928  26744 22471232    0    0  5382     0 3029 3402  3  1 95  1  0
 2  0   6644 519600  26768 22497940    0    0  4098     0 3699 4609  3  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0   6644 482888  26808 22534428    0    0  4612     0 4566 5548  3  1 96  0  0
 0  0   6644 463808  26836 22553084    0    0  3588     0 2699 3225  2  0 97  0  0
 0  0   6644 437256  26868 22581100    0    0  4612     0 3149 3688  3  1 96  0  0
 1  0   6644 352044  26960 22664576    0    0  6666     0 5952 8238  4  1 95  0  0
 0  1   6644 239412  27072 22774580    0    0  5380 64962 7009 10177  4  2 88  7  0
 0  6   6644 161572  26844 22852304    0    0  4800 50250 7277 10771  4  2 82 12  0
 0  2   6644 165648  26860 22849636    0    0  3420 12848 8272 13817  4  2 85  9  0
 1  0   6644 163572  26956 22853908    0    0  8454  7894 7007 9951  5  2 86  7  0
 1  0   6644 169284  27064 22848032    0    0  9740     0 6941 10093  5  2 93  0  0
 0  0   6644 165440  27148 22846500    0    0  6150 11040 5856 8654  5  1 94  0  0
 0  0   6644 166200  27208 22846112    0    0  7178     0 4243 5696  4  1 95  0  0
 0  0   6644 166076  27256 22845680    0    0  5254     0 4430 6147  3  1 96  0  0
 1  2   6644 165440  27384 22842232    0    0  5260 101258 7920 11013  4  2 83 11  0
 0  1   6644 161364  27472 22846972    0    0  5128 78466 5925 8050  3  1 87  9  0
 0  2   6644 167696  27544 22841304    0    0  4356 71148 5688 7515  3  1 83 13  0
 0  0   6644 168572  27632 22842292    0    0  4100 23970 5762 8091  3  2 81 14  0
 1  0   6644 171920  27708 22839836    0    0  9994     0 4938 6712  5  1 94  0  0
 2  0   6644 161620  27868 22850524    0    0 30628     0 6361 8738 12  2 86  0  0
 1  0   6644 162108  28008 22849520    0    0 31902 10826 7045 9592 13  2 85  1  0
 1  1   6644 170052  28140 22832056    0    0 27426 56800 6365 8999 11  2 78 10  0
 5  4   6644 165168  28344 22834728    0    0 34684 75256 11009 13532 10  2 75 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2   6644 161448  28496 22837668    0    0 28678 45838 7057 10300 12  2 78  7  0
 3  1   6644 169848  28724 22830476    0    0 33822 38002 10142 14972 15  3 73 10  0
 1  2   6644 166020  28900 22809888    0    0 25114 42790 9358 13675 11  3 76 10  0
 0  4   6644 167020  29052 22812124    0    0 13120 33586 9637 13533  8  3 81  8  0
 2  0   6644 167260  29248 22813652    0    0 27896     0 9536 14192 11  2 83  3  0
 1  2   6644 165804  29360 22810612    0    0 20758 71142 6543 9121  8  2 82  7  0
 4  2   6644 170764  29460 22805036    0    0 22034 61742 5356 7911  8  1 81 10  0
 1  2   6644 171484  29576 22791728    0    0 10510 72642 7220 10142  6  2 81 10  0
 2  1   6644 168856  29672 22796716    0    0  4876 80884 5570 7587  3  2 87  8  0
 4  1   6644 165664  29724 22798512    0    0  3330 68504 4366 5506  2  1 88  8  0
 2  0   6644 175444  29836 22792504    0    0  4866 25920 6690 9340  4  2 87  7  0
 2  0   6644 162580  29892 22805528    0    0  3332     0 4298 5706  3  1 96  0  0
 2  2   6644 165308  30104 22801608    0    0 29744 44014 9066 10486 12  2 83  4  0
 2  2   6644 164664  30220 22802072    0    0 28570 42968 8759 9125 11  2 76 11  0
 4  2   6644 161712  30404 22804152    0    0 32698 31710 11071 11421 14  3 74  9  0
 1  1   6644 166392  30568 22779836    0    0 35722 38596 8440 11279 15  2 72 11  0
 1  3   6644 169764  30700 22773664    0    0 21148 56194 7355 8392  9  1 79 10  0
 1  2   6644 163788  30812 22781824    0    0 23836 40352 7428 8971 10  2 79  9  0
 1  0   6644 170888  30932 22775108    0    0 20756   490 6475 8569  9  2 86  4  0
 2  1   6644 168144  31044 22780196    0    0 19858   922 6932 9088  9  1 87  2  0
 0  4   6644 165176  31172 22751504    0    0 17068 44234 6522 8091  9  2 76 13  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  4   6644 169260  31280 22745668    0    0 16530 67826 7260 9014  7  1 75 17  0
 2  3   6644 167896  31416 22747612    0    0 22018 57086 7290 8853  9  2 77 12  0
 4  2   6644 163440  31544 22753352    0    0 22426 60676 8248 9254  9  2 80  9  0
 2  3   6644 169104  31756 22746816    0    0 26654 45602 10797 13140 12  3 75 10  0
 1  3   6644 169972  31900 22729732    0    0 29106 42056 8259 10037 13  2 78  7  0
 0  3   6644 170320  32092 22729416    0    0 29964 50460 11354 13453 13  3 71 13  0
 2  1   6644 163012  32224 22733672    0    0 14394 55802 8318 9581  7  2 76 15  0
 2  1   6644 162664  32368 22737028    0    0 17942 59328 11591 12927  9  2 77 12  0
 9  6   6644 164880  32588 22733988    0    0 33472 37784 12679 13435 17  3 67 13  0
13  2   6644 165252  32868 22662512    0    0 42770 26386 15265 21711 24  5 53 18  0
 6  4   6644 166856  33216 22717132    0    0 33584 38746 10264 15789 19  3 67 10  0
 2  2   6644 163268  33800 22719624    0    0 26458 23762 8200 12698 11  2 74 13  0
 5  2   6644 167112  34300 22715732    0    0 17976 33098 9637 14574  9  2 77 12  0
 4  3   6644 170732  34812 22698072    0    0 15074 26110 6440 7869  8  2 77 13  0
 2  1   6644 168780  35236 22700708    0    0 16820 20490 6078 6654  7  2 77 14  0
 2  3   6644 164176  35396 22702464    0    0 21446 55094 5802 7163  9  1 74 16  0
 1  4   6644 170476  35604 22693268    0    0 30148 27134 6322 8238 12  2 75 11  0
 2  3   6644 163780  35844 22697816    0    0 27664 17490 5976 8220 11  2 70 17  0
 1  4   6644 161580  36016 22690932    0    0 26506 50060 6820 9253 11  2 72 15  0
 1  3   6644 163532  36188 22688796    0    0 31098 36832 7510 10525 12  2 73 13  0
 0  6   6644 171784  36400 22681556    0    0 37184 33008 8768 11932 17  2 69 12  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  7   6644 164996  36520 22688456    0    0 13084 46026 7531 9281  7  2 66 25  0
 5  3   6644 170088  36624 22681912    0    0 18426 32790 6237 8416  7  1 77 14  0
 2  2   6644 170832  36800 22668484    0    0 31282 22608 7023 9330 13  2 77  8  0
 3  2   6644 167624  36948 22669244    0    0 33572 40394 7843 9866 14  2 73 10  0
 6  3   6644 164012  37088 22672388    0    0 26010 43832 6734 8745 11  2 75 12  0
 3  4   6644 164532  37268 22674664    0    0 35676 38610 7704 9870 15  2 73 10  0
 6  3   6644 166516  37416 22657880    0    0 32134 38056 7567 10074 14  2 72 12  0
 6  2   6644 162656  37656 22662468    0    0 43292 18696 10747 13646 19  4 65 11  0
 5  3   6644 163748  37908 22647776    0    0 49586 48760 12549 13791 22  4 59 15  0
 4  4   6644 165964  38136 22645636    0    0 38856 31708 12160 15185 16  3 69 12  0
 1  2   6644 163096  38360 22646500    0    0 35976 39400 11105 14888 15  2 72 11  0
 1  2   6644 162228  38500 22647528    0    0 13966 60914 11069 13971  8  2 80  9  0
 3  2   6644 165360  38600 22643332    0    0 13840 70970 8019 9337  7  2 82 10  0
 1  2   6644 167948  38688 22630924    0    0 14736 61350 7314 8208  7  2 82  9  0
 1  3   6644 168304  38780 22629988    0    0  9512 52964 6285 7492  5  2 83 10  0
 4  2   6644 170644  38900 22627776    0    0 10866 74216 11550 15106  6  2 79 13  0
 2  2   6644 170628  38992 22627260    0    0  8714 70938 9521 12264  5  2 80 12  0
 5  2   6644 171356  39080 22624432    0    0  8968 59554 13808 18709  6  3 84  8  0
 1  1   6644 161452  39228 22634824    0    0 11784 57650 15265 20429  8  3 78 11  0
 6  2   6644 168800  39372 22626644    0    0 12968 55650 12141 15590  8  3 75 14  0
 1  1   6644 168940  39476 22627896    0    0  9070 74066 10688 13616  5  2 83 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  3   6644 170436  39556 22625872    0    0  8868 79272 6193 7011  5  1 79 15  0
 0  3   6644 169452  39608 22628032    0    0  5380 69012 7361 9208  4  1 86  9  0
 1  4   6644 167824  39748 22627740    0    0 15900 51134 8069 9911  8  2 79 11  0
 0  2   6644 162328  39936 22626420    0    0 27142 51628 10287 12628 13  3 75  9  0
 3  2   6644 167188  40064 22620952    0    0 22038 45224 10376 15037 10  3 79  9  0
 1  2   6644 164708  40208 22623992    0    0 18960 58378 10789 14816  9  3 76 12  0
 1  2   6644 169048  40340 22618516    0    0 15886 55462 8442 11792  8  2 80 10  0
 1  2   6644 162640  40464 22626012    0    0 22576 55794 7406 8632  9  3 75 13  0
 1  4   6644 166120  40572 22622004    0    0 13714 66074 6323 8290  6  2 80 12  0
 1  2   6644 170800  40704 22600412    0    0 29444 43060 7373 10003 12  2 76 10  0
 2  3   6644 172196  40840 22598372    0    0 26264 51368 7403 10347 11  2 78  9  0
 3  2   6644 169816  40976 22602048    0    0 23710 51204 6309 8917  9  2 81  8  0
 1  3   6644 162160  41144 22607904    0    0 28998 46544 6398 8343 11  1 77 11  0
 2  5   6644 162740  41244 22606916    0    0 15886 30050 6458 8045  7  1 83  8  0
 0  3   6644 161408  41320 22597016    0    0 15990 42100 4759 6065  7  1 84  8  0
 1  3   6644 162384  41468 22597244    0    0 32164  5946 6510 9639 13  2 71 14  0
 2  3   6644 165392  41628 22594360    0    0 30244  9462 6434 8927 13  2 67 18  0
 3  3   6644 170716  41788 22586948    0    0 31678 31786 5976 7622 13  1 66 20  0
 1  2   6644 164764  41964 22571976    0    0 40206 32120 8078 11480 17  2 65 16  0
 3  4   6644 167888  42080 22568880    0    0 22934 48058 7307 8697 10  2 78 11  0
 2  3   6644 164384  42228 22572864    0    0 30370 50156 7560 7896 12  2 69 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2   6644 171196  42348 22565340    0    0 17940 40362 7244 8534  8  2 73 18  0
 3  3   6644 168716  42516 22548672    0    0 27446 32424 9565 12326 13  2 69 16  0
 1  8   6644 168344  42668 22548500    0    0 21220 49580 8170 10143 10  2 79  9  0
 3  2   6644 162492  42820 22556780    0    0 33596 48546 9226 11111 13  2 71 13  0
 1  3   6644 169080  42952 22549616    0    0 26548 49002 7633 10144 12  2 75 11  0
 1  3   6644 161600  43088 22557036    0    0 26528 37384 7882 9397 11  2 75 12  0
 2  3   6644 163136  43260 22541888    0    0 30726 44316 8085 9545 13  2 72 13  0
 1  3   6644 162516  43432 22541796    0    0 31006 42130 7615 11101 13  2 70 15  0
 4  3   6644 164988  43616 22536760    0    0 31528 38942 6980 9699 13  2 77  9  0
 5  2   6644 164244  43852 22517556    0    0 43692 29058 9745 13869 19  3 66 12  0
 0  3   6644 161516  44040 22519804    0    0 33082 44200 8904 11929 15  3 74  8  0
 0  5   6644 165608  44172 22515048    0    0 20398 61984 7344 8325 10  2 80  9  0
 3  3   6644 167832  44340 22514684    0    0 35832 48332 8966 9203 14  2 72 11  0
 2  2   6644 165988  44564 22501896    0    0 49228 22776 10161 12166 20  4 61 15  0
 2  1   6644 163664  44728 22505644    0    0 38414 33342 7840 10040 16  2 68 14  0
 3  1   6644 171444  44912 22499032    0    0 36136 43294 8991 12522 14  2 76  9  0
 1  3   6644 166972  45036 22485196    0    0 20502 56376 7940 9817  9  2 79  9  0
 2  3   6644 172056  45224 22478628    0    0 28574 43458 9472 11958 12  3 76  9  0
