 S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 5696.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 230689.5 15379136.0    0.0     21248.0 15578.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3691483.9 15379136.0    0.0     29504.0 29451.6      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 4037518.0 15379136.0    0.0     33920.0 33857.6      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 4037518.0 15379136.0    0.0     33920.0 33857.8      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5537351.0 15379136.0    0.0     36608.0 36526.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5652695.7 15379136.0    0.0     40064.0 39603.1      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0   101967.2 5767232.0 1175681.6 15379136.0    0.0     47936.0 47806.0      1    0.069   0      0.000    0.069
961152.0 961152.0  0.0   101967.2 5767232.0 2019787.7 15379136.0    0.0     48896.0 48796.8      1    0.069   0      0.000    0.069
961152.0 961152.0  0.0   101967.2 5767232.0 4503562.3 15379136.0    0.0     50240.0 50088.6      1    0.069   0      0.000    0.069
961152.0 961152.0 123359.9  0.0   5767232.0 679138.1 15379136.0    0.0     50240.0 50119.0      2    0.116   0      0.000    0.116
961152.0 961152.0 123359.9  0.0   5767232.0 1409456.2 15379136.0    0.0     50240.0 50167.2      2    0.116   0      0.000    0.116
961152.0 961152.0 123359.9  0.0   5767232.0 3336618.2 15379136.0    0.0     50432.0 50376.5      2    0.116   0      0.000    0.116
961152.0 961152.0 123359.9  0.0   5767232.0 5170575.9 15379136.0    0.0     50624.0 50478.9      2    0.116   0      0.000    0.116
961152.0 961152.0  0.0   99453.4 5767232.0 1612179.1 15379136.0    0.0     50624.0 50485.6      3    0.155   0      0.000    0.155
961152.0 961152.0  0.0   99453.4 5767232.0 3517398.5 15379136.0    0.0     50624.0 50487.5      3    0.155   0      0.000    0.155
961152.0 961152.0  0.0   99453.4 5767232.0 5550439.9 15379136.0    0.0     50624.0 50501.7      3    0.155   0      0.000    0.155
961152.0 961152.0 99558.4  0.0   5767232.0 1873818.6 15379136.0    0.0     50624.0 50504.7      4    0.195   0      0.000    0.195
961152.0 961152.0 99558.4  0.0   5767232.0 4008676.3 15379136.0    0.0     50624.0 50509.7      4    0.195   0      0.000    0.195
123968.0 961152.0  0.0   98453.7 5767232.0 305112.4 15379136.0    0.0     50624.0 50510.0      5    0.234   0      0.000    0.234
123968.0 961152.0  0.0   98453.7 5767232.0 2049132.0 15379136.0    0.0     50624.0 50510.2      5    0.234   0      0.000    0.234
123968.0 961152.0  0.0   98453.7 5767232.0 3882136.4 15379136.0    0.0     50624.0 50510.2      5    0.234   0      0.000    0.234
123968.0 961152.0  0.0   98453.7 5767232.0 5767232.0 15379136.0   3332.8   50624.0 50510.5      6    0.280   0      0.000    0.280
123968.0 133632.0 123946.3  0.0   7422272.0 1319579.6 15379136.0   3332.8   50624.0 50550.0      6    0.280   0      0.000    0.280
123968.0 133632.0 123946.3  0.0   7422272.0 3105351.2 15379136.0   3332.8   50624.0 50550.3      6    0.280   0      0.000    0.280
123968.0 133632.0 123946.3  0.0   7422272.0 4984070.5 15379136.0   3332.8   50624.0 50551.1      6    0.280   0      0.000    0.280
123968.0 133632.0 123946.3  0.0   7422272.0 6694987.2 15379136.0   3332.8   50816.0 50761.8      6    0.280   0      0.000    0.280
145856.0 37056.0  0.0   37016.2 7422272.0 1239022.1 15379136.0  73624.1   50816.0 50808.2      7    0.326   0      0.000    0.326
145856.0 37056.0  0.0   37016.2 7422272.0 3133414.6 15379136.0  73624.1   50816.0 50813.4      7    0.326   0      0.000    0.326
