procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2   9316 15059020  14500 8450368    0    0 19478 34826 31245 37072 11  4 70 15  0
 3  2   9316 14904756  14648 8605664    0    0 15886 42126 26482 32064  9  2 72 17  0
 0  2   9316 14725996  14804 8784200    0    0 22810 26076 27495 30964 11  3 71 15  0
 1  2   9316 14562052  14976 8946672    0    0 21142 23286 23949 26506 11  3 71 15  0
 0  2   9316 14403960  15120 9105864    0    0 19728 26336 23552 26088 10  3 78 10  0
 1  2   9316 14276132  15260 9233680    0    0 26140 12940 13390 9099 12  2 71 15  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  5   9316 14132764  15416 9376668    0    0 16916 22402 22207 24491 10  3 72 15  0
 1  3   9316 13985328  15564 9523216    0    0 11942 72182 23032 27143  7  3 75 15  0
 1  4   9316 13811324  15744 9697100    0    0 20652 28360 23928 26996 11  3 72 15  0
 2  6   9316 13579568  15964 9926756    0    0 32934 17104 27020 32997 16  4 60 21  0
 0  3   9316 13338396  16184 10158980    0    0 39182 17518 22377 25378 19  4 61 16  0
 4  3   9316 13136772  16396 10361676    0    0 33674 19800 20494 23436 14  3 69 14  0
 1  2   9316 12934000  16600 10563576    0    0 31910 21190 24795 28580 15  4 69 12  0
 3  2   9316 12803004  16724 10696464    0    0 19224 35604 19125 18524  9  2 77 12  0
 4  2   9316 12667100  16852 10824936    0    0 18836 31886 19340 18228 10  2 74 14  0
 3  2   9316 12549804  16960 10942384    0    0 17548 33826 17473 16838  9  2 72 18  0
 0  4   9316 12440196  17068 11052200    0    0 17986 35512 15250 12933  9  2 71 18  0
 2  3   9316 12284824  17228 11206152    0    0 27376 23042 20163 19984 13  3 67 18  0
 2  4   9316 12146216  17352 11344952    0    0 20118 32482 19332 18157 11  2 67 19  0
 1  4   9316 12043420  17440 11442576    0    0 16042 40034 13563 12291  8  2 70 20  0
 2  4   9316 11897612  17596 11580880    0    0 31658 13138 12177 9481 14  2 66 18  0
 2  3   9316 11730700  17780 11745752    0    0 38188 26970 13608 10998 16  2 63 19  0
 1  2   9316 11603244  17884 11873540    0    0 27904 33042 12365 10578 12  2 73 14  0
 0  4   9316 11473440  18004 12000532    0    0 26522 25784 11520 7701 14  2 68 16  0
 2  3   9316 11374976  18112 12097712    0    0 18962 42800 10504 7890  8  2 79 12  0
 3  3   9316 11235104  18268 12237572    0    0 32294 21976 12859 11204 13  2 69 16  0
 4  3   9316 11115988  18396 12357040    0    0 21816 33720 13071 11545 11  2 69 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  2   9316 10923904  18580 12532976    0    0 39826 11180 13909 11798 17  3 58 22  0
 6  4   9316 10712832  18812 12742112    0    0 43184 11404 16743 15366 18  3 61 18  0
 7  4   9316 10455128  19056 12999008    0    0 49588  6980 22420 23943 22  4 60 15  0
 5  4   9316 10222504  19268 13219464    0    0 34206 24606 24675 27647 17  4 66 13  0
 3  3   9316 10011448  19520 13429712    0    0 32066 24058 28625 32392 15  3 66 16  0
 2  5   9316 9823100  19692 13619372    0    0 25906 27206 26161 28686 13  3 71 13  0
 2  6   9316 9598536  19888 13843900    0    0 30702 16290 31692 36084 15  4 58 22  0
 2  3   9316 9386140  20072 14034984    0    0 23986 37138 28083 31748 13  3 63 21  0
 3  6   9316 9244300  20212 14178952    0    0 24346 23164 16774 16945 11  2 63 24  0
 2  4   9316 9091184  20352 14332000    0    0 24446 28240 18166 19257 12  2 64 22  0
 3  5   9316 8956252  20484 14467624    0    0 25912 23974 15934 13561 11  2 65 22  0
 4  5   9316 8764084  20708 14650388    0    0 37428 17862 19364 20127 17  3 60 21  0
 1  5   9316 8547472  20916 14865816    0    0 45228  4152 18353 18152 19  3 60 18  0
 3  5   9316 8346344  21116 15071824    0    0 41362 20426 16852 19185 17  3 57 23  0
 1  5   9316 8124136  21304 15278032    0    0 39228 11790 17450 19939 18  3 55 24  0
 2  4   9316 7950660  21472 15448220    0    0 36140 16560 15885 15069 16  2 58 24  0
 0  5   9316 7804976  21620 15595488    0    0 21424 36342 18809 18542 11  2 70 17  0
 7  3   9316 7602616  21840 15792664    0    0 46980  6920 12909 10206 20  2 56 22  0
 1  4   9316 7413360  22032 15981312    0    0 39488 14210 14235 12611 18  3 53 26  0
 2  6   9316 7214836  22248 16178584    0    0 36800 26980 17398 18707 16  3 61 19  0
 1  4   9316 6992628  22424 16374800    0    0 42622  5540 13602 11044 19  3 58 21  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  4   9316 6759260  22640 16609772    0    0 43306 12640 17924 17961 19  3 50 28  0
 0  4   9316 6530324  22896 16836576    0    0 38212 17456 19525 19393 17  3 54 26  0
 0  3   9316 6274280  23140 17092012    0    0 29572 23598 31470 37699 15  4 56 26  0
 5  5   9316 6048856  23340 17306288    0    0 29366 22344 22470 24471 13  4 68 15  0
 6  4   9316 5843376  23536 17512320    0    0 28856 25526 21415 22822 14  3 69 15  0
 5  6   9316 5653764  23748 17700416    0    0 30838 24456 17789 18143 14  3 67 17  0
 0  3   9316 5480476  23916 17875672    0    0 25880 30504 19095 21247 12  3 71 15  0
 3  4   9316 5322668  24056 18017364    0    0 26936 30406 13747 15420 12  2 72 14  0
 1  2   9316 5204528  24192 18137484    0    0 16768 26450 15237 16868  8  2 74 15  0
 0  4   9316 5054364  24372 18287196    0    0 30292 27344 13204 14018 13  2 72 13  0
 1  4   9316 4912020  24508 18427668    0    0 32116 20356 9363 7363 15  2 68 16  0
 2  4   9316 4766180  24628 18562284    0    0 27446 30358 9458 8318 12  2 71 15  0
 5  5   9316 4596820  24796 18729804    0    0 30372 24420 12830 11437 13  2 58 27  0
 6  4   9316 4364924  25040 18961592    0    0 47028     0 16378 15264 19  3 50 27  0
 0  4   9316 4158184  25216 19149032    0    0 30088 22906 15525 15195 15  3 62 20  0
 5  4   9316 3962612  25416 19342036    0    0 40492 11926 13152 10612 16  2 63 19  0
 1  3   9316 3762568  25624 19543532    0    0 41134 18892 13691 10007 17  3 60 20  0
 4  4   9316 3597740  25800 19707344    0    0 28320 25784 12148 9911 12  2 65 21  0
 3  2   9316 3404544  25960 19887456    0    0 30238 33040 12662 11088 14  3 62 21  0
 0  4   9316 3190280  26204 20103032    0    0 37928 12248 15222 16516 17  3 59 22  0
 0  4   9316 2992640  26388 20300100    0    0 43692 11338 12147 13814 18  2 61 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  3   9316 2779368  26604 20497960    0    0 44466 19388 11853 13729 18  3 60 19  0
 3  2   9316 2561996  26804 20714680    0    0 49582  6222 10828 13475 20  3 61 17  0
 3  3   9316 2373728  26984 20890660    0    0 38342 24762 11450 12200 16  2 69 13  0
 1  5   9316 2240956  27100 21022904    0    0 28804 22542 8772 9975 12  2 67 19  0
 1  5   9316 2102968  27244 21162128    0    0 28984 27122 10101 10645 12  1 77  9  0
 1  3   9316 2002760  27348 21262944    0    0 21888 41140 8571 8184  8  1 73 18  0
 0  3   9316 1868588  27468 21394676    0    0 30136 21432 9981 9373 13  1 67 19  0
 3  3   9316 1785048  27548 21466968    0    0 14070 50154 8257 8376  7  1 74 18  0
 0  4   9316 1640476  27696 21612444    0    0 29752 17988 9356 11658 13  2 69 16  0
 2  3   9316 1445920  27888 21807588    0    0 44054 10608 10859 13205 18  2 61 19  0
 7  7   9316 1228660  28100 22010628    0    0 40438 24762 14223 17355 17  3 60 19  0
 0  3   9316 1078504  28236 22160892    0    0 24550 40104 13049 17225 11  2 65 22  0
 1  3   9316 886800  28444 22351536    0    0 30732 24042 14453 19331 14  2 63 21  0
 1  3   9316 670940  28644 22568184    0    0 30262 23692 16178 22803 13  3 65 18  0
 3  3   9316 472080  28820 22755904    0    0 29470 29212 12932 16692 13  3 67 17  0
 2  4   9316 298860  28968 22928908    0    0 30978 25914 11675 13147 13  2 63 21  0
 0  4   9316 176432  29104 23052716    0    0 27580 30778 7999 9486 11  2 69 18  0
 0 10   9316  99608  27644 23128176    0    0 26298 27720 9023 9087 12  2 62 25  0
 1  3   9316  98516  27720 23127944    0    0 26898 29224 6968 7506 10  1 65 23  0
 1  4   9316 100988  27812 23113392    0    0 16198 42402 8776 7244  8  2 66 24  0
 0  2   9316  97632  27880 23116208    0    0  6998 49864 11629 13797  4  1 77 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  4   9316  97264  27960 23119556    0    0  9634 40522 14110 18164  5  2 78 15  0
 1  3   9316 101124  28120 23112624    0    0 27658 23690 14720 16390 11  2 65 21  0
 2  3   9316 103404  28224 23110948    0    0 18192 43802 14425 16257  8  2 70 19  0
 1  2   9316 105444  28368 23109136    0    0 22574 22824 6169 5802  9  1 66 24  0
 1  3   9316  97384  28484 23109588    0    0 27824 38238 6827 5999 12  2 63 23  0
 0  2   9316  97176  28532 23107872    0    0 10232 44034 2424 2398  4  1 75 20  0
 1  1   9316 104848  28612 23098160    0    0  8974 46008 5203 6165  4  5 74 17  0
 1  7   9316  98880  28708 23106016    0    0  4254 40764 14719 20867  4  2 65 29  0
 1  2   9316 102996  28836 23102448    0    0 12402 53246 19795 28436  6  2 62 29  0
 0  4   9316  99252  29044 23106104    0    0  8870 44536 32016 43312  6  3 66 25  0
 0  3   9316 101972  29332 23103664    0    0 13402 26194 26916 35353  8  3 72 17  0
 0  2   9316  98512  29608 23107924    0    0 15672 34080 27020 38603  8  3 73 16  0
 2  3   9316  97660  29732 23106536    0    0 10406 48300 15477 21982  6  2 81 11  0
 0  3   9316  99768  29876 23104604    0    0 17406 41064 16887 24038  9  3 75 14  0
 1  3   9316  98536  30036 23097720    0    0 27058 36432 14250 19546 13  3 69 15  0
 3  5   9316 104984  30148 23093744    0    0 22806 33404 5278 5958  9  2 77 12  0
 2  7   9316 101364  30240 23096140    0    0 15534 48544 4703 4627  7  1 82 10  0
 2  3   9316 100876  30360 23094488    0    0 27502 24694 7867 8093 10  2 72 16  0
 0  3   9316  98892  30460 23098184    0    0 24340 32112 7080 7329 10  2 76 12  0
 0 17   9316 104936  30584 23075232    0    0 18962 45218 12149 14099  8  2 58 32  0
 0 13   9316 100464  30652 23078008    0    0  8710 54644 12599 15263  4  2 52 42  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  8   9316 100720  30700 23077532    0    0  3588 60386 9373 10325  3  1 44 52  0
 2  4   9316  97828  30824 23082744    0    0 10288 53028 17746 23345  6  2 63 29  0
 1  9   9316  98432  30920 23082756    0    0 16144 17286 11631 13927  7  2 54 38  0
 1  8   9316 101508  30992 23081716    0    0 11254 42266 7483 7492  5  1 44 49  0
 1  9   9316  96672  31080 23088812    0    0 17066 31116 7741 8220  9  2 39 50  0
 0 12   9316 104172  31132 23079496    0    0 12024 34992 6333 6932  5  1 46 48  0
 0 14   9316 101064  31212 23083584    0    0 16404 28168 5880 5901  7  1 49 44  0
 1 11   9316 102916  31272 23080644    0    0 13322 33806 5590 5323  6  1 39 55  0
 2  7   9316 104676  31348 23072908    0    0 14378 35816 7544 7345  7  2 43 49  0
 1  8   9316 103752  31468 23072828    0    0 18428 26108 9882 11428  8  2 58 32  0
 1 14   9316  99132  31536 23077236    0    0  8354 44020 8999 10225  4  1 57 37  0
 0 17   9316 105376  31600 23068832    0    0  3178 40352 10482 12224  2  1 38 59  0
 0 13   9316 100052  31656 23073060    0    0  3840 53534 11394 13755  4  2 43 52  0
 1  2   9316 102760  31852 23071636    0    0 24346 29862 29419 37590 11  4 42 43  0
 0 22   9316 101552  31956 23069104    0    0 14094 42630 20174 25723  7  3 41 49  0
 3  9   9316  97816  32040 23072336    0    0 10762 52108 11948 12994  6  2 39 53  0
 0 18   9316  98460  32112 23069720    0    0  7690 46728 10953 12724  4  1 36 60  0
 0 17   9316 102536  32188 23068612    0    0 11014 45360 11683 12681  6  2 37 55  0
 0 14   9316 101048  32280 23061512    0    0 13072 42408 14480 16184  6  2 43 49  0
 2 11   9316  98916  32356 23062960    0    0  6150 57030 11346 13293  4  1 58 37  0
 0 16   9316  96924  32416 23063924    0    0  7940 44150 12296 14584  4  1 44 50  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  9   9316 102960  32524 23061164    0    0 11274 39202 14095 16605  6  2 37 55  0
 2 17   9316 103760  32692 23056868    0    0 23966 32032 21737 27643 12  4 42 42  0
 1 11   9316 106100  32816 23057192    0    0 20116 37652 10206 11150  9  2 43 46  0
 0 21   9316  96776  32888 23064176    0    0 13456 39970 6623 7237  6  1 47 45  0
 2  9   9316 104876  32972 23054432    0    0 10916 39456 14721 17744  6  2 45 47  0
 0 18   9316 103304  33040 23053000    0    0 12402 40908 8956 9840  6  1 49 44  0
 1  4   9316  97988  33124 23064652    0    0 13120 52202 10312 11596  7  2 46 46  0
 0 21   9316 104380  33232 23056684    0    0 21506 32270 6036 5989  8  1 31 59  0
 0 21   9316  98792  33320 23061688    0    0 11274 45638 7396 8119  6  1 26 66  0
 3  6   9316  97932  33440 23062816    0    0 19198 44368 10826 13221  8  2 36 54  0
 3 14   9316 102056  33600 23059608    0    0 32414 21140 17620 23880 15  3 52 30  0
 0 17   9316 102080  33712 23058320    0    0 16658 38972 8157 8457  7  2 34 57  0
 0 12   9316  98856  33788 23049180    0    0 18710 42414 7338 7462  8  1 37 53  0
 1 10   9316 102708  33856 23046184    0    0 11428 48026 8297 9223  5  1 50 44  0
 0 11   9316 103096  33932 23046772    0    0 16758 41502 9614 11004  7  2 39 52  0
 2  7   9316  97568  34032 23050380    0    0 16470 32074 11478 12670  7  2 52 39  0
 5 16   9316 104124  34108 23043964    0    0 13218 42708 8332 7812  6  1 42 51  0
 0 12   9316 100652  34192 23047872    0    0 18424 36036 7632 8727  8  1 37 54  0
 0 16   9316 100156  34280 23046820    0    0 13710 42628 8976 8616  7  2 40 51  0
 0 16   9316  97468  34372 23042904    0    0 14862 40778 11816 12023  8  2 26 64  0
 3  5   9316  97964  34592 23042752    0    0 30274 23898 23306 27294 15  4 42 40  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 19   9316 103552  34652 23036400    0    0 17654 45876 5752 5023  8  1 49 41  0
 0 11   9316 105024  34788 23034168    0    0 28454 25216 9116 9097 13  2 49 36  0
 1 14   9316 103412  34868 23034452    0    0 17484 33046 6484 6054  7  1 39 52  0
 0  4   9316  99692  34944 23041780    0    0 12814 47194 4698 5005  6  1 48 44  0
 2 12   9316  98072  35028 23022200    0    0 15194 45344 8118 7070 10  2 43 45  0
 0 15   9316  98428  35136 23022160    0    0 23118 31030 7552 8654  9  1 40 50  0
 0 23   9316  98080  35200 23020820    0    0 11174 38242 6101 6359  5  1 34 60  0
 0 14   9316  99460  35300 23020280    0    0 14452 51910 10746 11981  5  1 37 57  0
 2  9   9316  96964  35424 23022864    0    0 17834 51924 19071 22792  9  2 45 44  0
 2  5   9316  97444  35596 23022596    0    0 22270 31498 21591 26989 11  3 44 41  0
 0 16   9316 100412  35668 23018192    0    0 11406 37658 7900 9200  5  1 39 55  0
 0 14   9316  98908  35808 22998620    0    0 21322 45702 16709 18341 10  2 39 49  0
 0 15   9316 103324  35936 22992044    0    0 15032 50910 15310 18140  6  2 39 53  0
 0 16   9316  99860  36028 22997408    0    0 19190 46582 11457 12933  8  2 31 59  0
 2 17   9316 104696  36136 22990708    0    0 15890 65866 15045 16156  5  2 26 68  0
 0 21   9316 100984  36220 22996196    0    0 13224 38360 8774 8845  7  1 23 69  0
 7  4   9316  99124  36292 22999668    0    0  8612 33316 8076 9597  4  1 26 68  0
 0 22   9316 100744  36368 22996840    0    0 14298 29608 12285 13941  7  2 24 67  0
 3 18   9316 100720  36540 22996924    0    0 21616 37236 25984 32820 11  4 37 48  0
 0 25   9316  97612  36672 22991328    0    0 18192 58330 16119 18965  9  3 26 62  0
 0 15   9316 104540  36820 22986344    0    0 17300 43212 20135 25173  9  3 37 51  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 10   9316 100448  36928 22987508    0    0  9736 60884 12088 14671  3  2 32 64  0
 2 17   9316  99852  37032 22986648    0    0 10588 45012 12454 14569  6  2 20 72  0
 0 31   9316 101340  37064 22982972    0    0  3592 30796 7223 7493  2  1 24 73  0
 0 25   9316  96448  37196 22990920    0    0 14812 58120 17044 20228  7  2 30 61  0
 0 32   9316 102896  37280 22983176    0    0  6718 33254 13530 14537  7  2 22 69  0
 2  5   9316 101276  37448 22985216    0    0 19292 44454 17949 23242  8  2 32 58  0
 0 27   9316  99540  37552 22982340    0    0  8330 37498 18368 23075  5  2 42 50  0
 1 20   9316  97548  37684 22983428    0    0 16504 42484 16313 17274  8  2 31 59  0
 0 18   9316 103780  37796 22978220    0    0 10250 44462 16720 20866  6  2 31 61  0
 0 25   9316 104052  37916 22976768    0    0 11120 50374 16955 20909  7  2 35 56  0
 0 29   9316 101208  37972 22978788    0    0 10662 45038 11703 14002  5  2 27 66  0
 4 20   9316 100976  38036 22976780    0    0 11530 44502 9286 10488  5  1 26 67  0
 3  5   9316 102068  38168 22980100    0    0 16142 59458 18873 22363  9  3 30 58  0
 1  6   9316 100148  38296 22982892    0    0  9202 26018 16662 19352  6  2 31 61  0
 0 21   9316 102848  38468 22976352    0    0 24456 32850 19468 22629  9  2 33 55  0
 0 21   9316 104172  38584 22975192    0    0 16652 50230 17820 20172  8  2 26 64  0
 0 21   9316  96708  38740 22973412    0    0 14352 38572 19819 22259  9  2 38 51  0
 0 20   9316 100080  38864 22970160    0    0 16528 71178 18946 20797  5  2 25 68  0
 0 24   9316 104924  38952 22964252    0    0 10508 50418 12519 14065  5  2 33 60  0
 6  7   9316  96872  39032 22971760    0    0 10018 53656 12817 14340  5  2 43 50  0
 5  3   9316  99848  39148 22972756    0    0 13170 40202 19063 22527  7  2 39 51  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 10   9316 104576  39272 22967160    0    0 13228 43502 17988 20712  7  2 34 57  0
 0 26   9316  97980  39428 22973440    0    0 15992 17846 25985 33856  9  3 49 39  0
 5 12   9316  99856  39500 22971396    0    0 12812 77682 13763 13721  6  2 34 59  0
 5 12   9316 100088  39636 22969588    0    0 12306 39474 16209 18661  6  2 37 54  0
 0 17   9316  99228  39780 22962420    0    0 24344 31900 18261 19906 11  3 43 42  0
 0 18   9316 100332  39920 22963572    0    0 13068 55628 16512 19730  8  2 41 48  0
 0 21   9316  97480  40000 22961820    0    0  9868 41304 10992 11839  5  2 37 57  0
 0 24   9316  98208  40056 22959520    0    0  8710 46798 9448 10165  4  2 30 64  0
 0 22   9316  97596  40172 22958908    0    0 11278 47424 12925 14941  6  2 45 46  0
 4  6   9316  98324  40320 22960008    0    0 11430 44356 20413 26259  6  3 41 49  0
 0 21   9316 103200  40448 22953736    0    0 15356 36550 18550 21692  8  3 44 45  0
 0 26   9316  96224  40492 22959892    0    0  4100 38558 8212 8875  3  1 32 64  0
 2  2   9316 103928  40648 22955504    0    0 10122 65346 25637 31581  7  4 47 42  0
 4  5   9316  98272  40776 22958120    0    0 12556 52360 23466 29508  8  3 40 49  0
 0 23   9316  98488  40888 22956428    0    0 16532 33364 14360 15275  8  2 34 56  0
 1 19   9316  99976  40996 22956152    0    0 14606 39928 14287 16495  7  2 33 58  0
 0 24   9316  99472  41096 22953976    0    0 11666 45336 10532 11674  6  2 32 61  0
 8  6   9316  98380  41228 22961468    0    0 16654 36438 16576 19964  9  3 34 54  0
 7  7   9316 100148  41352 22957520    0    0 23090 29628 14713 17375 12  3 35 51  0
 2 19   9316 103512  41556 22955816    0    0 22936 11558 32350 40833 12  4 40 44  0
 2 14   9316 104636  41676 22947504    0    0 15992 68422 16080 17340 10  2 37 52  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 16   9316  96832  41784 22955264    0    0 16468 28152 12411 13763  8  2 35 55  0
 0 15   9316  99600  41868 22955184    0    0 14706 25970 9721 10187  7  2 34 58  0
 0 20   9316  99856  42024 22954136    0    0 31088 30146 12914 13187 13  2 40 45  0
 3  3   9316 101088  42132 22954468    0    0 16586 39076 17932 21667  9  2 47 41  0
 0 15   9316  97500  42268 22958312    0    0 21172 40104 15166 15307 10  2 51 37  0
 0 16   9316  98716  42368 22938824    0    0 15994 40228 8560 7090  8  1 45 45  0
 4  7   9316  97360  42528 22939844    0    0 23246 46266 17775 19428 11  3 48 38  0
 6  7   9316 102460  42672 22940032    0    0 22246 20382 16143 17955 11  3 44 42  0
 7  6   9316  98516  42856 22938988    0    0 34392 13470 13825 16479 14  3 43 40  0
 6  7   9316 102268  42920 22930900    0    0 12640 26602 5470 5371  6  1 35 59  0
 0 20   9316  99352  42980 22932524    0    0 11022 40672 6941 6964  6  1 37 56  0
 0  9   9316  99740  43116 22907144    0    0 25442 38624 16152 15838 14  3 42 41  0
 2  6   9316 101964  43236 22906980    0    0 17656 25626 14376 16807  9  2 39 50  0
 0 17   9316  97028  43372 22911024    0    0 25974 31554 10575 11357 10  2 40 48  0
 3  6   9316  99996  43468 22907352    0    0 18856 32276 10911 12460  9  2 42 47  0
 0 16   9316 101616  43640 22908572    0    0 29858 27048 18136 20508 13  3 54 30  0
 3 13   9316  96664  43720 22895188    0    0 19984 42856 9471 7280 10  2 32 57  0
 6 12   9316  97532  43820 22894160    0    0 17914 38970 11483 10392  8  2 39 51  0
 5  8   9316  99740  44004 22894432    0    0 28652 26402 14732 14514 14  3 39 44  0
 2  5   9316 102360  44132 22889908    0    0 24788 32364 13911 14869 11  2 41 46  0
 1  4   9316 104352  44344 22888448    0    0 41892     0 25218 29269 19  4 51 26  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 14   9316  96820  44528 22885976    0    0 35546     0 15302 18099 16  3 51 31  0
 3 10   9316  98160  44640 22883424    0    0 29038 35320 7923 7674 12  2 42 44  0
12  1   9316 136980  44824 22843704    0    0 34080 30674 14578 17470 15  5 43 36  0
 4  7   9316 103120  45088 22862236    0    0 37214 20200 24403 27053 20  9 42 29  0
 2 11   9316  97624  45256 22867272    0    0 32318  9940 10837 12389 13  2 52 32  0
 1  8   9316  99136  45440 22865908    0    0 23018 26722 14213 17250 12  3 53 33  0
 2  8   9316 103320  45556 22858528    0    0 11378 34398 14550 18352  6  2 56 36  0
 0 13   9316 104080  45676 22857332    0    0 24502 22372 9167 10670 10  2 36 53  0
 6 16   9316  98856  45900 22852688    0    0 39468 27942 17919 20241 18  4 36 43  0
 7  9   9316  99300  45952 22850348    0    0 10736 47706 7776 8972  5  1 41 53  0
 6  5   9316 104756  46140 22847600    0    0 29138 18040 14680 16123 15  3 36 46  0
 1 15   9316 100820  46320 22849832    0    0 40572  6402 14813 18174 17  3 39 41  0
 3  6   9316 103316  46440 22823768    0    0 19908 32352 12898 11934 11  2 52 35  0
 2  4   9316 102628  46588 22824760    0    0 26278 45824 11812 11930 11  2 47 40  0
 3  9   9316 100256  46740 22825936    0    0 25354 21062 9599 9626 12  2 44 41  0
 3 12   9316  96900  46880 22828184    0    0 39820 12872 10668 9203 17  2 38 43  0
 0  8   9316 105300  47084 22808684    0    0 30582 16914 14885 15002 15  3 38 44  0
 2 15   9316 100472  47224 22815804    0    0 37080 18874 13305 13081 15  3 52 30  0
 0 10   9316 105184  47384 22809080    0    0 30656 30564 11370 9667 13  2 47 38  0
