procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  8  52108 13268520  12500 10199384    0    0 50112     0 38032 33847 23  6 48 23  0	
 3 24  52108 13121928  12500 10341080    0    0 31874 16384 20742 16677 11  3 28 58  0	
 0 25  52108 13002996  12508 10450900    0    0 17922 32774 17860 16275  9  3 19 70  0	
 4 16  52108 12881080  12516 10570480    0    0 17344 49214 20890 17554  8  3 25 63  0	
 0 23  52108 12765148  12520 10682948    0    0 15616 40708 23105 17658  8  3 23 66  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 19  52108 12646612  12524 10799336    0    0 19712 41016 20717 18936  9  3 17 72  0	
 0 24  52108 12520736  12524 10925592    0    0 17472  8702 22567 19027  9  3 19 69  0	
 2 34  52108 12375276  12532 11064168    0    0 15232 79886 24946 20955  8  4 30 58  0	
 3 16  52108 12238456  12536 11197416    0    0 12224 57600 26536 25696  6  3 22 68  0	
 2 16  52108 12105256  12536 11327500    0    0 11586 57344 31050 29745  6  4 23 66  0	
 4  9  52108 11928892  12536 11461832    0    0 11136 57094 28678 26193  7  5 29 58  0	
 1 22  52108 11804892  12544 11585220    0    0 10176 52794 26549 23716  6  3 24 66  0	
 4  3  52108 11660928  12552 11727560    0    0 13762 26188 27476 25036  8  4 25 64  0	
 2 35  52108 11502184  12564 11877360    0    0 22720 79886 22855 19754  9  3 17 71  0	
 0 33  52108 11343820  12572 12034284    0    0 18368 53246 25970 24806  9  4 17 70  0	
 2 33  52108 11212264  12620 12161300    0    0 15320 57344 23477 24257  7  3 16 74  0	
 2 26  52108 11074624  12624 12297068    0    0 16194 40960 23725 24192  8  3 24 65  0	
 0 15  52108 10962172  12636 12406816    0    0 10628 57406 21091 20304  6  3 27 64  0	
 1 35  52108 10842172  12688 12524908    0    0 17622 41546 20858 20069  7  3 21 69  0	
 1 31  52108 10608848  12700 12752936    0    0 27974 82952 39803 34377  8  4 23 65  0	
 2 35  52108 10484824  12704 12871036    0    0 19074 40958 16515 17398  8  2 16 73  0	
 2 32  52108 10337628  12732 13016136    0    0 19910 53068 19257 19241  9  3 23 65  0	
 0 31  52108 10216720  12848 13134752    0    0 16184 38144 20142 18240  8  3 14 75  0	
 0 34  52108 10097308  12856 13245184    0    0 13442 49218 18691 19097  7  2 18 72  0	
 1  7  52108 9830936  12924 13486516    0    0 21598 81986 49252 46328  7  4 25 63  0	
 3 24  52108 9649788  12944 13662376    0    0 17160 69120 33781 33907  8  4 26 62  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 25  52108 9531740  12952 13779556    0    0 15234 36864 24105 19071  7  3 25 65  0	
 1 21  52108 9393364  12976 13914676    0    0 13704 57344 30030 24650  8  4 27 61  0	
 3 16  52108 9258468  12984 14047300    0    0 12610 49408 31294 25114  8  4 30 57  0	
 3 21  52108 9136476  12992 14166220    0    0 12040 52990 27986 22745  7  4 38 51  0	
 1 25  52108 9022256  13012 14276328    0    0 15946 45054 23924 19871  7  3 23 66  0	
 4 24  52108 8894836  13024 14383508    0    0  9284 56118 22301 21963  6  3 18 72  0	
 1 25  52108 8748772  13052 14528192    0    0 14410 41110 28109 25871  8  4 23 65  0	
 0 34  52108 8599560  13064 14672440    0    0 19012 60202 24976 23900  9  4 18 70  0	
 2 32  52108 8478676  13084 14790240    0    0 13638 50518 23897 20527  7  3 23 67  0	
 0 23  52108 8350460  13096 14914752    0    0 14978 48896 21017 20309  8  3 18 70  0	
 2 31  52108 8232328  13096 15035528    0    0 19328 40960 22260 21080  8  3 11 78  0	
 0 29  52108 8130128  13100 15132592    0    0 18628 24576 18569 13534  8  2 12 78  0	
 3  8  52108 8024356  13112 15237840    0    0 12548 57116 19260 18330  7  3 22 69  0	
 2 25  52108 7903940  13120 15349936    0    0 20162 38150 19430 14931 10  3 16 72  0	
 5  7  52108 7785388  13128 15468024    0    0 17602 42730 21864 18193  9  3 27 61  0	
 0 29  52108 7666976  13156 15582540    0    0 18316 39684 22472 18836  8  3 18 71  0	
 0 23  52108 7507984  13172 15737280    0    0 18822 55126 29225 25985 10  5 30 55  0	
 1 33  52108 7284816  13188 15956252    0    0 30598 74184 37467 30780  8  3 20 70  0	
 9  4  52108 7181920  13208 16057092    0    0 11142 66116 17697 15355  6  3 49 43  0	
 2 31  52108 7024820  13212 16202564    0    0 20228 32514 26856 21394 11  4 22 62  0	
 4 22  52108 6878036  13220 16344804    0    0 19844 51456 25425 22733 10  4 30 56  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 31  52108 6769412  13228 16453912    0    0 22466 10820 15958 13914  9  2 16 73  0	
 0 29  52108 6661060  13508 16560080    0    0 18442 57896 15876 12225  8  2 14 75  0	
 3  6  52108 6529836  13516 16688108    0    0 16960 48720 20321 20035 10  3 50 37  0	
 0 27  52108 6402124  13520 16811384    0    0 19724 37634 22424 18561  8  3 18 70  0	
 1 18  52108 6267320  13528 16928740    0    0 19906 41778 18905 13635  9  3 25 63  0	
 5  8  52108 6022096  13552 17170536    0    0 34314 84234 44222 36126  8  3 26 63  0	
 0 14  52108 5912852  13564 17276720    0    0 18178 37116 18029 15887  8  3 28 62  0	
 1 20  52108 5778080  13576 17409924    0    0 17544 37994 20160 20333  9  3 30 58  0	
 0 19  52108 5659552  13584 17525036    0    0 13378 49666 19486 15716  7  3 33 58  0	
 1 24  52108 5529824  13616 17650700    0    0 14664 48710 23983 20350  7  4 29 60  0	
 3 16  52108 5401680  13632 17769720    0    0 13766 50432 23111 19479  8  4 26 62  0	
 0  1  52108 5328520  13636 17841504    0    0  8960 37446 13474 10757  4  2 51 44  0	
 3  2  52108 5125796  13656 18040576    0    0 16584 78368 35914 34249 10  5 46 38  0	
 1 18  52108 4997820  13656 18164340    0    0 23040 32770 17912 13816  9  2 33 56  0	
 0 21  52108 4901092  14172 18258588    0    0 15890 20540 15795 12690  7  2 29 62  0	
 1 19  52108 4731932  14752 18424844    0    0 31098 65292 23405 19314  7  2 31 60  0	
 1 22  52108 4623800  14756 18526188    0    0 21442 22272 14423 11216  9  2 21 67  0	
 0 22  52108 4524972  14760 18623212    0    0 19008 36404 12892 11187  8  2 31 59  0	
 0 20  52108 4431600  14760 18715460    0    0 15170  8190 13125 10167  6  2 32 60  0	
 4 18  52108 4307724  14768 18835240    0    0 15810 58184 18427 16948  8  3 16 73  0	
 0 22  52108 4204192  14780 18937264    0    0 11202 39656 15504 18229  5  3 27 66  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 20  52108 4091932  14792 19046476    0    0  9346 51950 18632 19048  5  3 22 70  0	
 1 27  52108 3972644  14796 19158368    0    0  6402 42258 23301 26240  5  3 29 63  0	
 0 28  52108 3880876  14800 19246512    0    0 11778 45114 13915 13560  5  2 19 74  0	
 1 25  52108 3780080  14808 19346588    0    0  8514 44028 19549 20886  5  3 24 68  0	
 0 23  52108 3667288  14816 19448596    0    0 12032 32842 16665 17519  6  3 15 76  0	
 5 16  52108 3569948  14820 19549176    0    0 12994 16364 15284 14061  6  2 22 70  0	
 1 18  52108 3451652  14836 19661508    0    0 13506 62522 17801 17460  7  3 29 61  0	
 1 26  52108 3171304  14852 19939224    0    0 33162 111380 45316 47916  6  2 28 64  0	
 2 20  52108 3068384  14860 20038568    0    0  8386 24374 15623 19658  5  2 26 67  0	
 4 25  52108 2934480  14876 20169088    0    0 14658 58902 23389 22916  8  4 28 60  0	
 1 23  52108 2825220  14880 20274788    0    0 11012 40960 16018 16558  6  2 26 66  0	
 0 26  52108 2709404  14884 20388256    0    0  8130 49152 18005 21233  5  3 21 71  0	
 2 11  52108 2607484  14892 20488384    0    0  6530 49188 17906 20039  5  2 23 70  0	
 1  4  52108 2507044  14904 20588500    0    0 11202 46090 17740 16852  6  3 35 56  0	
 1 23  52108 2346324  14912 20738996    0    0 26692 32038 19575 18550 10  3 21 67  0	
 2 28  52108 2242404  14924 20841608    0    0 25348 24576 8911 9163  9  2 15 74  0	
 1 25  52108 2136012  14924 20945972    0    0 25216 24576 8428 6553  9  1 15 75  0	
 0 28  52108 2016964  14932 21064144    0    0 23682 32768 11003 10256  9  2 25 64  0	
 5 19  52108 1904672  14940 21163580    0    0 23040 32768 8880 7004  8  2 20 70  0	
 0 30  52108 1808100  14944 21259904    0    0 18308 32768 11103 10648  8  2 17 73  0	
 3 22  52108 1712156  14944 21355220    0    0 19650 24576 9876 8499  8  2 27 64  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 22  52108 1612452  14952 21453228    0    0 23620 24576 8634 8078  9  2 18 72  0	
 1 20  52108 1508400  14956 21553320    0    0 22656 32768 9371 6716  9  2 18 72  0	
 1 16  52108 1397108  14960 21653348    0    0 25538 24576 9171 7426 10  2 18 69  0	
 2 21  52108 1292336  14964 21756092    0    0 25028 28918 9153 6680  9  2 21 68  0	
 0 20  52108 1193408  14968 21854164    0    0 20738 24576 9968 9165  8  2 22 68  0	
 0 18  52108 1097448  14980 21948580    0    0 22274 28742 9867 7843  8  2 25 65  0	
 3 20  52108 998576  14988 22046224    0    0 17478 35058 10504 9162  7  2 27 64  0	
 3  6  52108 924440  15000 22119516    0    0  8002 53350 9776 9611  6  2 62 30  0	
 1 18  52108 789800  15012 22244772    0    0 29126 17664 12853 10146 11  2 38 49  0	
 6 15  52108 689428  15012 22342224    0    0 22080 24322 11192 9978  8  2 20 69  0	
 0 19  52108 584764  15020 22445372    0    0 15938 35328 13358 17072  7  2 19 72  0	
 1 18  52108 484076  15024 22544032    0    0 13376 14646 13385 14534  6  2 28 64  0	
 0 14  52108 386512  15036 22640288    0    0 13124 69442 12300 10494  6  3 49 42  0	
 1 13  52108 365160  15044 22661896    0    0     4 61456 4327 3849  1  1 36 62  0	
 0 13  52108 326992  15068 22698484    0    0     4 73728 4797 4712  1  1 68 30  0	
 0 13  52108 302688  15076 22721716    0    0     2 57344 4139 5063  1  1 74 25  0	
 1 13  52108 277780  15100 22746124    0    0     2 65536 4381 4972  1  1 69 29  0	
 0 13  52108 246640  15116 22776372    0    0     4 69632 4625 3826  1  1 72 26  0	
 1 13  52108 226700  15124 22796868    0    0     4 66304 2720 4211  0  1 62 37  0	
 0 13  52108 219400  15136 22803620    0    0     6 69632 1229 3145  0  0 50 49  0	
 1 13  52108 223616   7296 22807600    0    0   178 65536 5183 4516  1  1 58 40  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 13  52108 221236   7160 22808916    0    0     2 65280 4943 6097  1  1 48 51  0	
 2 12  52108 234628   7164 22793988    0    0     2 78078 5346 6328  1  1 59 39  0	
 2 12  52108 231256   7164 22792612    0    0 23552 24570 17856 15844 10  3 53 33  0	
 3 12  52108 240144   7160 22766072    0    0 47940  7934 30257 24381 20  5 48 26  0	
 2  7  52108 235836   7164 22768972    0    0 41922  7930 22914 19337 16  3 54 27  0	
 3 10  52108 236060   7168 22769920    0    0 41988 12276 28736 28995 19  5 46 30  0	
 5  7  52108 244688   7164 22739964    0    0 54148  7934 29886 29371 24  6 37 33  0	
 2  9  52108 230088   7172 22754872    0    0 54404  4092 19827 17955 23  4 45 29  0	
 4 10  52108 235172   7176 22735440    0    0 58816  8272 17103 15614 22  4 46 27  0	
 4  8  52108 243372   7176 22726364    0    0 53440     0 15298 13378 19  3 45 33  0	
 0 18  52108 238208   7168 22714488    0    0 54146  8192 17634 12614 25  7 34 35  0	
 1 12  52108 235024   7172 22717332    0    0 31490 12800 7938 6277 12  2 41 46  0	
 3 16  52108 220648   7176 22729772    0    0 21600 24578 9367 6826 10  2 45 43  0	
 3 12  52108 218176   7180 22731936    0    0 18818 24442 8725 8591  8  2 48 42  0	
 0 12  52108 233768   7204 22718620    0    0 21132 25346 8505 6806 10  2 46 43  0	
 0  6  52108 228188   7204 22721004    0    0 25538 24576 9085 8389  9  2 56 33  0	
 5  5  52108 235248   7208 22714576    0    0 18818 21704 9011 7183  9  2 60 30  0	
 2  3  52108 227824   7216 22719280    0    0 26882 35414 10835 9626 11  2 56 31  0	
 1  8  52108 217260   7220 22732224    0    0 24386  3734 8502 7506 10  2 48 40  0	
 0 13  52108 237240   7216 22709440    0    0 24512 38664 7494 5897 12  2 41 46  0	
 2 11  52108 234628   7220 22711744    0    0 21346 27420 10360 8816  9  2 40 50  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 10  52108 234676   7220 22708976    0    0 16320 32768 12105 12481  7  2 45 46  0	
 1 11  52108 219888   7228 22721472    0    0  7682 48876 14144 17379  4  2 46 48  0	
 0 11  52108 233256   7236 22708376    0    0 12098 37630 13989 15467  6  2 40 52  0	
 1 13  52108 234876   7240 22705428    0    0 10178 40754 9216 10332  5  2 39 55  0	
 7 13  52108 220492   7248 22718508    0    0 13316 29446 8768 11942  6  2 41 52  0	
 0 10  52108 238968   7252 22703492    0    0 13568  8250 9895 11449  6  2 39 54  0	
 0 10  52108 223576   7272 22709024    0    0 19012 50302 11223 9178 10  4 44 42  0	
 1 12  52108 219504   7264 22708992    0    0 18242 33026 12663 15207  8  2 39 51  0	
 1 15  52108 236244   7268 22689792    0    0 19302 32512 9304 11837  8  2 36 55  0	
 3  5  52108 230160   7280 22694928    0    0 12486 40490 10232 10591  6  2 40 52  0	
 0 17  52108 229564   7288 22697652    0    0 21632 24580 10612 9586 10  2 56 33  0	
 2 16  52108 233120   7292 22695172    0    0 18816 16448 10461 13087  8  2 31 60  0	
 0 13  52108 225060   7300 22701792    0    0 14978 39456 11607 11228  7  2 37 55  0	
 0 15  52108 238672   7304 22682968    0    0 20434 30212 11813 11094 10  2 30 58  0	
 0 19  52108 236920   7304 22682732    0    0 21352 25598 8730 10416  8  2 23 67  0	
 1 15  52108 234408   7304 22686088    0    0 18496 32768 11196 14610  8  2 25 65  0	
 2 11  52108 231952   7308 22691948    0    0 13312  4150 12729 12585  6  2 39 54  0	
 5 10  52108 234052   7320 22686816    0    0 20036 66094 15494 16640  9  3 26 62  0	
 4 12  52108 227124   7328 22693320    0    0 16512 32768 11434 11346  7  2 33 58  0	
25 16  52108 235316   7332 22672412    0    0 13058 30464 14189 12467  7  5 38 50  0	
 4  5  52108 222644   7336 22681324    0    0  8130 40960 17143 17349  4  5 40 51  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 21  52108 224956   7336 22673572    0    0 14144 40960 13010 13403  7  2 29 62  0	
 1 16  52108 235256   7344 22661856    0    0 12740 31010 15169 16012  6  2 37 55  0	
 1 13  52108 223476   7352 22673872    0    0 10242 40744 7966 7710  4  2 31 63  0	
 0  9  52108 236984   7364 22657560    0    0 16706 28744 9970 10351  8  2 38 53  0	
 0 12  52108 236216   7380 22661296    0    0 41222 71684 22516 21113  9  2 28 60  0	
 2 18  52108 236840   7384 22657856    0    0 24962 24830 8857 11346 10  2 36 52  0	
 2 19  52108 218116   7396 22673572    0    0 20354 40346 12029 16218  8  2 35 55  0	
 0 15  52108 222184   7416 22670292    0    0 19976 45314 16174 16830  9  3 34 54  0	
 2 18  52108 236072   7424 22654652    0    0 21058 49724 14290 15573  9  3 33 55  0	
 2 17  52108 220308   7436 22671960    0    0 17540 25214 13562 12240  7  2 39 52  0	
 0 10  52108 220052   7456 22674536    0    0  9862 61894 13274 12284  5  3 28 64  0	
 0 10  52108 237552   7480 22655144    0    0     6 118528 5917 4912  1  1 59 39  0	
 0  5  52108 220688   7512 22672524    0    0    20 104438 3920 3195  0  1 72 26  0	
 1 11  52108 236692   7528 22657528    0    0     6 129546 6121 7313  1  1 55 43  0	
 1 11  52108 217852   7536 22677312    0    0     4 114688 4042 4980  0  1 65 33  0	
 1 11  52108 244900   7540 22642996    0    0  6980 106734 16910 18128  9  3 58 29  0	
 3 12  52108 230656   7540 22658968    0    0 54018     0 30507 25144 23  5 42 30  0	
 3  9  52108 236120   7540 22652780    0    0 56710     0 21661 15674 21  4 49 26  0	
 5 11  52108 234692   7544 22635328    0    0 49474  4638 21643 15536 24  6 42 29  0	
 5 11  52108 236296   7544 22635524    0    0 56514  4094 23947 19671 24  5 39 32  0	
 5  9  52108 229240   7544 22628992    0    0 54210  4094 27578 21931 26  6 38 30  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 10  52108 237656   7548 22622156    0    0 54146  8192 25728 19831 23  5 40 33  0	
 1 14  52108 242808   7548 22607492    0    0 53120     0 18792 13044 21  6 35 38  0	
 0 17  52108 239488   7552 22606640    0    0 26752 28510 7968 7510 11  2 35 52  0	
 0 13  52108 222872   7560 22623120    0    0 24066 28674 8297 7365  9  2 40 49  0	
 1 14  52108 234164   7564 22613128    0    0 21440 12388 9471 10173  8  2 27 62  0	
 0 19  52108 239984   7572 22604576    0    0 26626 49002 12092 9842 12  3 23 62  0	
 1 21  52108 229700   7588 22601112    0    0 19266 47360 17806 16287 12  7 31 51  0	
 0 16  52108 224268   7604 22604684    0    0 15046 40958 18127 17511  7  3 27 63  0	
 0 17  52108 222284   7608 22605876    0    0 15044 45058 16815 17333  7  3 33 57  0	
 0 17  52108 235560   7612 22591420    0    0 17474 36862 16002 15771  8  3 26 63  0	
 0 17  52108 235824   7616 22591744    0    0 15296 45078 14734 15300  7  2 28 63  0	
 9  8  52108 217472   7624 22608460    0    0 17988 51484 14924 14478  9  3 33 55  0	
 2 11  52108 229500   7640 22597532    0    0 20998 39680 14056 15964  8  2 29 60  0	
 2 15  52108 231180   7640 22593676    0    0 19650 32766 11831 13293  9  2 30 59  0	
 0 14  52108 236016   7644 22592848    0    0 19074  8260 13250 12991  9  2 34 54  0	
 0 17  52108 227056   7660 22598464    0    0 20482 66404 22343 19907  9  4 40 47  0	
 5  5  52108 239820   7672 22582824    0    0 33988 86692 28875 26472  8  2 34 56  0	
 3 13  52108 231264   7692 22591400    0    0 22274 55138 26422 27712  9  4 31 56  0	
 0 15  52108 225300   7692 22595128    0    0 19268 30976 13327 11748  8  2 22 67  0	
 0 11  52108 241336   7692 22578008    0    0 16708 57600 18264 17085  7  3 37 53  0	
 0 21  52108 240436   7692 22579916    0    0 17280 32768 18884 17211  8  3 39 50  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 19  52108 237188   7692 22580892    0    0 13826 50008 22553 22446  6  3 32 58  0	
 3 16  52108 237668   7696 22580068    0    0 14082 49146 17608 17590  6  3 41 50  0	
 1 16  52108 235180   7700 22584524    0    0 14916 44116 17929 15782  7  3 39 51  0	
 0 21  52108 239008   7712 22580768    0    0 14658 28758 21325 21090  7  3 32 58  0	
 1  4  52108 234812   7720 22576400    0    0 13250 93468 31265 28875 10  6 32 52  0	
 1 18  52108 223280   7728 22587920    0    0 19716 34560 17602 20006  8  3 27 62  0	
 0 14  52108 228332   7728 22582340    0    0 18304 44854 15754 17244  7  3 29 61  0	
 0 20  52108 237416   7724 22574720    0    0 19650 49676 18743 18405  9  3 38 50  0	
 0 25  52108 236896   7732 22574568    0    0 21380 26112 13516 14309  9  2 35 54  0	
 1 25  52108 239764   7736 22572744    0    0 18176 15672 15709 15284  9  2 34 54  0	
 8 19  52108 241868   7724 22566820    0    0 17666 67376 23190 20473 14  5 39 42  0	
 2 12  52108 222912   7728 22579100    0    0 20228 53504 18362 19033  9  3 37 51  0	
 0 16  52108 235792   7732 22564332    0    0 19652 24576 14615 13402  7  2 36 54  0	
 2 16  52108 219688   7732 22584300    0    0 18370 32512 12541 11423  8  2 26 65  0	
 1 18  52108 240288   7716 22561260    0    0 17088 45094 12174 11560  7  2 30 61  0	
 1 16  52108 237924   7716 22564356    0    0 14018 37122 15163 16366  7  3 37 53  0	
 3  7  52108 233592   7736 22568296    0    0 15430 55242 20424 18149  7  3 42 47  0	
 0 19  52108 217372   7748 22573776    0    0 28228 32338 14536 11181 15  4 39 42  0	
 4 15  52108 238336   7744 22551748    0    0 24194 27136 12234 12899 11  2 31 56  0	
 2 18  52108 219224   7744 22570840    0    0 21696 32850 11762 11572  9  2 37 52  0	
 2 18  52108 231732   7676 22558264    0    0 21570 32006 11120 10339  9  2 34 55  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6 20  52108 237048   7676 22555864    0    0 20992 12338 13048 13410  8  2 36 54  0	
 6 12  52108 251608   7672 22535500    0    0 15042 78374 18484 15512  9  7 32 52  0	
 2  7  52108 225620   7672 22556144    0    0 17922 41984 20172 22115  8  3 40 48  0	
 2 17  52108 226688   7684 22555532    0    0 14916 49200 22952 21654  7  3 38 52  0	
 2 21  52108 239128   7684 22539772    0    0 14528 48898 21739 19614  7  3 32 57  0	
 1 21  52108 235012   7684 22545204    0    0 16900 34816 15134 18746  7  2 17 74  0	
 0 22  52108 238608   7696 22540372    0    0 17346 44918 19439 20077  8  3 31 58  0	
 2 13  52108 234416   7700 22544848    0    0 17346 44100 15961 15875  8  3 32 58  0	
 3 10  52108 235656   7708 22543428    0    0 11458 47170 17118 17358  6  3 29 62  0	
10 15  52108 228468   7704 22550572    0    0 12804  8190 20719 17215  7  8 34 50  0	
 0 16  52108 240024   7712 22528820    0    0 20676 75296 19112 19628 10  4 26 61  0	
 4  5  52108 231608   7712 22538496    0    0 16902 53246 22561 24326  8  4 30 58  0	
 0 11  52108 236740   7712 22534264    0    0 17090 40960 13985 13329  8  2 29 61  0	
 0 20  52108 235212   7716 22535928    0    0  9920 48956 20944 20262  5  3 44 48  0	
 0 20  52108 242884   7728 22523616    0    0 16514 45880 19442 22435  8  3 29 60  0	
 0 19  52108 226516   7740 22541196    0    0 16964 55850 21269 19556  9  4 36 52  0	
 0 14  52108 218200   7744 22541672    0    0 15490 46390 22500 18642  8  4 39 49  0	
 1 21  52108 220812   7740 22540944    0    0 19264 32498 15916 15206  8  3 32 57  0	
 4 14  52108 231368   7740 22527288    0    0 17730 44916 12029 16190  8  2 23 68  0	
 0 24  52108 235608   7752 22524548    0    0 16134 40766 16622 17250  7  3 23 67  0	
 4  6  52108 235684   7740 22522796    0    0 17088 27468 18660 17459  8  3 25 64  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 12  52108 220936   7756 22539076    0    0 11462 126438 23340 22589  4  3 38 55  0	
 1  3  52108 221944   7764 22539432    0    0     2 109038 5597 4714  1  1 71 28  0	
 1 12  52108 219960   7824 22540692    0    0   330 135088 12310 12308  1  2 37 60  0	
 0 12  52108 222192   7832 22539348    0    0     4 98048 16847 15167  2  3 66 30  0	
 1 12  52108 219000   7832 22541556    0    0     2 106240 8133 9047  1  1 64 34  0	
 0 11  52108 228408   7956 22532604    0    0   112 98554 4905 7976  0  1 58 41  0	
 3  4  52108 230696   8468 22524840    0    0 12742 73194 32405 33421 10  5 56 29  0	
 7  8  52108 234424   8472 22515896    0    0 50946  7702 29894 28467 23  5 47 25  0	
 2  9  52108 244956   8220 22504644    0    0 54148     0 25267 23618 21  5 41 34  0	
 1  8  52108 239792   8224 22485584    0    0 47490  4196 25620 22092 20 10 35 35  0	
 3  8  52108 234088   8228 22491516    0    0 53448  9728 21760 16864 22  4 42 32  0	
 1  9  52108 248204   8220 22468916    0    0 48320     0 22906 16733 25 11 37 27  0	
