procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 20  51632 13157084   7688 10479444    0    0 18564 43060 18863 10778  9  4 24 63  0	
 1 21  51632 13041232   7688 10593576    0    0 17346 40452 19063 10809  9  4 12 76  0	
 2 20  51632 12915196   7692 10716784    0    0 20034 32254 19654 12139 10  4 16 70  0	
 0 18  51632 12797800   7700 10831340    0    0 18496 40756 20261 11847  9  4 31 57  0	
 2 21  51632 12654372   7704 10951968    0    0 17922 41728 20458 12900 10  4 16 70  0	
 1 19  51632 12535444   7716 11067608    0    0 18882 40494 18557 10668  9  4 22 66  0	
 4 20  51632 12418192   7716 11182380    0    0 16066 32260 19891 12219  8  4 17 71  0	
 2 18  51632 12305968   7720 11292008    0    0 14658 50944 18598 11592  8  4 14 74  0	
 2 19  51632 12187652   7732 11409828    0    0 19906 33060 18815 11533  9  4 17 70  0	
 1 23  51632 12067184   7736 11526504    0    0 18944 40960 18531 11813  9  4 14 72  0	
 0 28  51632 11948876   7748 11641660    0    0 18114 36914 18209 11615  9  4 13 74  0	
 0 22  51632 11829028   7748 11756796    0    0 16896 48896 17544 10874 10  4 16 71  0	
 0 22  51632 11708268   7752 11873648    0    0 17730 45312 16581 10322  9  4 29 59  0	
 0 24  51632 11571104   7764 12003820    0    0 21060 32298 19197 12582 10  4 14 71  0	
 0 23  51632 11448136   7764 12122020    0    0 17088 39690 17684 11958  8  4 11 76  0	
 1 21  51632 11327868   7776 12240408    0    0 17858 36916 17941 11478  9  4 10 78  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 21  51632 11207360   7780 12358212    0    0 17218 50176 18862 13195  9  4 16 71  0	
 3 22  51632 11071464   7780 12473200    0    0 18176 40960 17436 10819 10  4 17 69  0	
 2 22  51632 10955392   7796 12588336    0    0 18436 39728 17108 10391 10  4 25 61  0	
 1 22  51632 10836432   7800 12703648    0    0 16898 43268 16984 9885  9  3 16 72  0	
 0 17  51632 10723592   7800 12816272    0    0 16512 49150 16153 10150  8  3 20 68  0	
 2 24  51632 10586176   7816 12950016    0    0 22212 32802 18294 12204 10  4 13 73  0	
 1 21  51632 10469136   7820 13064092    0    0 16962 41480 15961 10622  8  3  9 80  0	
 1 21  51632 10347812   7828 13181864    0    0 17666 41008 17732 12127  9  4 15 73  0	
 2 24  51632 10226940   7832 13302708    0    0 17474 37378 18058 12346 10  4 12 74  0	
 1 17  51632 10112040   7832 13416016    0    0 17088 45056 17234 11263  8  4  8 80  0	
 0 23  51632 9991512   7844 13533072    0    0 17218 49700 17122 11538  9  4 15 72  0	
 0 14  51632 9882712   7848 13640468    0    0 15876 33536 15377 10214  8  3 22 67  0	
 2 21  51632 9761696   7856 13757104    0    0 16704 33318 17253 12259  9  4 21 67  0	
 3 21  51632 9646368   7864 13871992    0    0 15554 46874 17649 11311  8  4 15 73  0	
 0 24  51632 9526396   7868 13988276    0    0 15556 48644 17015 10592  8  3 19 70  0	
 2 24  51632 9391300   7884 14115292    0    0 19138 32572 17270 11150 10  4 17 69  0	
 1 22  51632 9266772   7888 14237320    0    0 16322 44802 16382 10710  8  3 20 69  0	
 1 27  51632 9151572   7896 14351372    0    0 14082 48438 15722 10002  8  3 19 70  0	
 3 22  51632 8922812   7904 14575580    0    0 33348 76302 28970 18569  8  3 13 75  0	
 1 30  51632 8813564   7916 14682396    0    0 11074 58226 15534 8620  9  4 24 63  0	
 1 24  51632 8694672   7916 14798356    0    0 19714 24574 14899 8988  7  3 22 68  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 23  51632 8570256   7928 14920900    0    0 22720 24638 15161 9097 11  3 25 61  0	
 1 23  51632 8467216   7932 15020964    0    0 13506 56578 12869 7191  7  2 25 66  0	
 5 20  51632 8359504   7936 15126492    0    0 15940 43010 13724 8561  8  3 21 69  0	
 4 27  51632 8238520   7944 15245420    0    0 19968 32816 15218 9677 10  4 28 59  0	
 1 19  51632 8126384   7952 15354596    0    0 16838 41218 14518 8796  9  3 15 74  0	
 0  1  51632 8024588   7952 15455196    0    0 15426 40470 13070 7954  7  3 23 68  0	
 3 20  51632 7867664   7964 15580324    0    0 21698 34096 16621 10712 12  4 20 64  0	
 4 19  51632 7757360   7968 15688224    0    0 16386 42770 14057 9341  8  3 22 67  0	
 1 21  51632 7641328   7980 15801968    0    0 16704 41008 14807 10252  8  4 31 57  0	
 2 20  51632 7518008   7984 15921996    0    0 20228 40184 15056 9986 10  3 20 66  0	
 1 22  51632 7402440   7988 16037628    0    0 15746 42394 15704 10159  8  3 19 70  0	
 1 24  51632 7273988   8004 16162132    0    0 19072 39480 17165 11367  9  4 19 67  0	
 1 23  51632 7151852   8008 16281960    0    0 18242 42496 16063 9826  9  3 19 69  0	
 1 29  51632 7026288   8020 16399096    0    0 19138 42048 15386 9230 11  4 22 63  0	
 0 26  51632 6906024   8020 16516096    0    0 17024 40462 16059 10263  9  3 23 65  0	
 1 20  51632 6792308   8024 16626436    0    0 16450 43008 14815 8627  8  3 31 59  0	
 0 21  51632 6679776   8032 16738676    0    0 16834 36130 15018 9480  8  3 27 61  0	
 3 23  51632 6557336   8036 16856244    0    0 21122 37120 14281 8536 10  3 21 66  0	
 0  1  51632 6456244   8036 16957056    0    0 16640 31756 12197 6515  8  2 31 59  0	
 2 22  51632 6326124   8048 17076588    0    0 19266 42548 14028 7899 10  3 18 68  0	
 0 25  51632 6206460   8048 17192140    0    0 17664 31750 12867 7195  8  3 23 66  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 21  51632 6090968   8060 17306464    0    0 17154 38444 12093 7076  8  3 20 69  0	
 1 23  51632 5975004   8064 17421540    0    0 16066 53760 11741 7318  8  3 18 71  0	
 1 21  51632 5850892   8064 17537564    0    0 17408 40700 11647 7393  8  2 21 68  0	
 1 22  51632 5738476   8076 17646628    0    0 16706 33844 11352 7211  8  3 21 69  0	
 1 23  51632 5631764   8756 17749756    0    0 16758 24120 11457 6741  8  3 25 64  0	
 1 17  51632 5539324   9300 17840828    0    0 14594 41770 10045 5828  7  2 16 75  0	
 1 21  51632 5426844   9304 17947460    0    0 15938 33052 11150 6650  9  2 18 71  0	
 1 21  51632 5313716   9312 18057680    0    0 16386 41536 11214 6767  8  2 18 72  0	
 0 20  51632 5200148   9320 18168588    0    0 16132 41216 11668 7082  8  3 18 72  0	
 0 21  51632 5083604   9320 18281512    0    0 17024 39704 11634 7047  8  3 19 70  0	
 4 22  51632 4967732   9332 18395676    0    0 16194 43060 11422 6913  8  3 21 69  0	
 1 23  51632 4851180   9336 18510188    0    0 14916 41472 11271 6690  7  2 19 71  0	
 2 27  51632 4734368   9344 18623752    0    0 14272 48942 11893 6652  7  2 20 71  0	
 1 24  51632 4605188   9348 18746488    0    0 18178 42260 13064 7179  9  3 20 68  0	
 2 23  51632 4480976   9352 18866812    0    0 17924 48896 12056 6867  8  3 15 75  0	
 4 23  51632 4354256   9360 18992200    0    0 17856 43326 13446 8380  9  3 27 61  0	
 2 20  51632 4228156   9364 19115736    0    0 16580 47106 12982 8006  8  2 22 68  0	
 1 22  51632 4105372   9376 19236556    0    0 15874 41782 14035 9080  8  3 26 63  0	
 0 24  51632 3975348   9376 19364256    0    0 20160 32260 13795 8784 10  3 11 76  0	
 4 23  51632 3858164   9380 19478300    0    0 15108 41982 12020 7504  7  3 12 78  0	
 0 26  51632 3733604   9392 19598244    0    0 15746 48566 14095 10144  9  4 33 54  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 22  51632 3606252   9392 19718040    0    0 19008 32514 12765 8321  9  3 16 72  0	
 3 23  51632 3495336   9396 19827588    0    0 14980 45568 11465 7640  7  3 10 81  0	
 1 24  51632 3371496   9408 19948588    0    0 19076 31834 12217 7819  9  3 10 78  0	
 0 21  51632 3266724   9412 20051408    0    0 14786 57872 10551 6723  8  2 14 76  0	
 1 19  51632 3153160   9424 20162464    0    0 15426 38966 12083 7370  8  3 19 70  0	
 0 19  51632 3047896   9428 20265580    0    0 15746 53250 10849 6232  8  2 23 67  0	
 0 19  51632 2923876   9428 20378324    0    0 15552 40452 11851 6957  9  3 23 66  0	
 3 16  51632 2804080   9444 20496432    0    0 18242 42038 12429 7645  8  3 38 51  0	
 2 19  51632 2687420   9444 20610864    0    0 19458 23858 10909 6386  9  2 31 58  0	
 1 15  51632 2584040   9456 20713032    0    0 13250 57408 11053 6677  6  3 26 65  0	
 0 16  51632 2468828   9464 20824996    0    0 15172 46904 12787 8703  7  3 32 57  0	
 3 17  51632 2345716   9464 20947276    0    0 17088 40696 13759 9168  8  3 24 65  0	
 1 16  51632 2205424   9476 21084132    0    0 20802 29498 14518 9550 10  4 28 57  0	
 3 14  51632 2208636   4944 21076332    0    0 22124 32258 14657 8905 11  4 18 67  0	
 0  1  51632 2211828   4940 21071304    0    0 17474 37888 10961 6478  8  3 30 59  0	
 2 14  51632 2207568   4948 21077220    0    0 16256 39994 11511 6567  8  3 34 56  0	
 2 13  51632 2212448   4956 21071544    0    0 21122 34304 10327 6554 10  3 26 62  0	
 2 14  51632 2213700   4968 21071100    0    0 16322 34620 9918 6299  8  3 36 53  0	
 2 14  51632 2209904   4968 21074332    0    0 19968 32768 11277 6841 10  3 38 50  0	
 3 14  51632 2208040   4964 21067696    0    0 19650 40198 11008 6753 10  3 43 44  0	
 1 12  51632 2208220   4972 21067572    0    0 19584 37694 11965 6700  9  3 45 43  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 11  51632 2206984   4976 21071296    0    0 18436 44800 10620 6133  8  3 39 50  0	
 1 14  51632 2213684   4984 21064208    0    0 20290 28468 13086 8426 10  4 38 48  0	
 3 13  51632 2207992   4980 21070996    0    0 21384 29440 12605 7634 10  3 29 58  0	
 1 11  51632 2205232   4980 21075432    0    0 20288 32508 12284 7274 10  3 35 52  0	
 2 11  51632 2203944   5060 21070544    0    0 19364 38700 12431 7385 10  3 43 43  0	
 1 13  51632 2207792   5064 21067424    0    0 23936 32502 11568 7245 11  3 33 53  0	
 1 16  51632 2202980   5076 21068968    0    0 16836 36658 11072 7520  8  3 38 51  0	
 1 18  51632 2207316   5076 21061896    0    0 19392 24068 11510 7526  9  3 27 61  0	
 0 18  51632 2205208   5072 21065360    0    0 18756 41982 10896 7040  9  3 20 68  0	
 0 19  51632 2191824   5084 21078180    0    0 16578 49972 12090 8004  8  4 26 62  0	
 0 18  51632 2190672   5084 21079100    0    0 14208 40706 11306 7151  8  3 21 67  0	
 1 15  51632 2185328   5092 21080736    0    0 21698 32510 11206 6868 10  3 28 59  0	
 2 13  51632 2201816   5100 21068480    0    0 13504 42810 9749 5975  7  3 22 69  0	
 1 15  51632 2184892   5100 21082096    0    0 19138 32256 10777 6509  9  3 13 76  0	
 3 16  51632 2186760   5104 21081092    0    0 17472 40254 11274 7221  9  3 29 59  0	
 1 16  51632 2172704   5108 21096652    0    0 18370 34048 12036 7445  9  3 28 60  0	
 2 20  51632 2173328   5116 21092432    0    0 16196 43266 10806 7063  8  3 29 60  0	
 1 15  51632 2163816   5116 21090956    0    0 15744 39026 10154 6333  9  4 29 59  0	
 0 16  51632 2162496   5120 21093224    0    0 16578 44542 10893 6637  8  3 32 57  0	
 0 16  51632 2178816   5132 21078260    0    0 16322 38720 9988 6256  8  3 23 67  0	
 2 15  51632 2171100   5132 21084804    0    0 18560 40960 10292 6388  8  2 21 68  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0 17  51632 2163980   5128 21092064    0    0 15874 43264 10093 6378  7  2 21 70  0	
 0 15  51632 2162012   5136 21094316    0    0 15744 45900 9371 5734  7  2 28 62  0	
 3 15  51632 2161980   5140 21093216    0    0 26050 49412 14043 8593  8  2 28 62  0	
 5 17  51632 2153988   5152 21091952    0    0 19970 57902 11847 6602 11  4 40 45  0	
 2 14  51632 2169368   5152 21074240    0    0 21248 24576 10474 6942  9  3 26 62  0	
 1 15  51632 2150988   5156 21093076    0    0 21250 28674 11840 7041 10  3 26 61  0	
 2 14  51632 2154280   5168 21089104    0    0 20038 45892 10623 6628  9  3 29 59  0	
 1 15  51632 2155316   5160 21088612    0    0 19010 32234 11040 6914  9  3 27 61  0	
 0 17  51632 2145180   5172 21097208    0    0 17988 39474 10882 7067  8  3 28 61  0	
 0 14  51632 2134864   5176 21106584    0    0 15812 45586 10363 6210  9  3 28 61  0	
 0 15  51632 2149020   5168 21094644    0    0 12672 40960 9894 6226  6  2 26 65  0	
 0 13  51632 2154156   5188 21089352    0    0 23298 32046 10797 6857 11  3 28 58  0	
 1 14  51632 2142916   5192 21099428    0    0 11460 53510 9034 5941  6  3 32 59  0	
 2 12  51632 2126092   5204 21115368    0    0 15554 50742 10976 7679  7  3 40 50  0	
 1 11  51632 2139324   5200 21099744    0    0 18052 29194 11154 7277  9  3 40 49  0	
 4 10  51632 2105372   5204 21132240    0    0 17408 32768 11809 8159  9  3 43 45  0	
 1 13  51632 2099404   5216 21136272    0    0 14876 49710 11690 7933  9  3 45 43  0	
 4 16  51632 2108644   5216 21124584    0    0 24640 16384 10940 7716 11  3 34 52  0	
 3 15  51632 2102956   5228 21129296    0    0 22594 28342 10911 7762 11  3 35 51  0	
 1 10  51632 2101932   5220 21129132    0    0 19520 40414 10405 6947 10  3 41 47  0	
 3 12  51632 2086240   5228 21143160    0    0 19012 33288 10321 6832  9  3 45 43  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4 11  51632 2071476   5228 21158604    0    0 21248 24372 10747 6904 10  3 36 51  0	
 4  9  51632 2053464   5228 21160984    0    0 19520 32768 12035 7358 11  3 38 48  0	
 5 11  51632 2058124   5240 21155448    0    0 19074 32840 10915 7307  9  3 40 48  0	
 2 10  51632 2042720   5240 21168324    0    0 19392 32768 10008 6544  9  3 44 44  0	
 2 10  51632 2036040   5236 21174264    0    0 18050 25846 9572 6205  8  3 46 43  0	
 2  9  51632 2023076   5244 21183168    0    0 18432 32804 10623 7028  9  3 47 42  0	
 3 10  51632 2005424   5240 21201680    0    0 18114 33552 9756 6307  8  3 36 53  0	
 3 12  51632 1959420   5252 21237576    0    0 16450 50214 8869 5853  9  3 45 44  0	
 2  8  51632 1955868   5252 21241392    0    0 17472 32512 7999 5504  8  2 40 50  0	
 6 11  51632 1942764   5252 21254900    0    0 18820 28220 9175 6980  8  3 46 42  0	
 2  8  51632 1934564   5260 21262540    0    0 20226 28968 11539 7783  9  3 41 47  0	
 1 10  51632 1914668   5264 21282108    0    0 20930 37122 11035 7694 10  3 39 48  0	
 2  6  51632 1889592   5264 21306860    0    0 16194 40960 8461 6461  8  3 50 39  0	
 3  5  51632 1868052   5280 21311328    0    0 22148 23858 8963 6397 11  4 44 41  0	
 1  6  51632 1827884   5284 21349600    0    0 26818 24574 10022 7025 12  3 46 39  0	
 1  6  51632 1815048   5296 21363212    0    0 19460 34860 10030 7060 10  3 45 42  0	
 3  7  51632 1820804   5300 21355340    0    0 21888 24320 10677 7472 10  3 45 41  0	
 0 10  51632 1807188   5300 21369680    0    0 25152 24576 11409 7584 12  4 42 42  0	
 0  8  51632 1807756   5312 21359224    0    0 24834 25140 11251 8250 12  4 39 44  0	
 5 11  51632 1747748   5304 21417632    0    0 22720 32768 12542 9222 10  4 44 42  0	
 7 15  51632 1741248   5316 21421300    0    0 18306 19440 13875 8851 10  4 55 31  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 11  51632 1738264   5316 21426648    0    0 29954 36608 16272 10952 12  4 30 54  0	
 2  9  51632 1696496   5320 21467148    0    0 19204 37872 12563 8439  9  3 40 48  0	
 1 12  51632 1669000   5328 21480452    0    0 22466 24624 14179 8393 12  4 39 45  0	
 1 11  51632 1629128   5332 21517528    0    0 18306 41522 14101 9538  9  3 45 43  0	
 0  5  51632 1626508   5324 21520400    0    0 22848 32768 17691 11057 11  4 32 54  0	
 3 13  51632 1576248   5340 21569480    0    0 23234 33326 17762 10817 10  4 30 56  0	
 3 15  51632 1574284   5340 21573308    0    0 18368 32768 13698 8495  9  3 29 59  0	
 2 15  51632 1516464   5352 21630292    0    0 16514 49732 12670 7929  8  3 38 51  0	
 3 10  51632 1491896   5348 21651588    0    0 20928 24576 12268 8320 10  3 39 47  0	
 4 11  51632 1503220   5356 21642340    0    0 15236 49668 10737 6928  7  2 42 49  0	
 0  9  51632 1473580   5360 21670588    0    0 16514 36414 11587 7116  8  2 50 40  0	
 1 10  51632 1446480   5360 21697244    0    0 13952 40960 11048 7055  7  2 56 35  0	
 1 14  51632 1418404   5372 21722980    0    0 22086 34386 12228 8903 10  3 44 42  0	
 3 10  51632 1411280   5364 21733084    0    0 22402 16384 13530 8758 10  3 34 53  0	
 4 11  51632 1378936   5368 21762300    0    0 20804 38806 13154 8559 10  3 31 56  0	
 0  8  51632 1367988   5376 21770156    0    0 20226 24360 13171 8847 10  3 32 54  0	
 1 11  51632 1302540   5380 21834712    0    0 20162 32768 13963 10046 10  4 37 50  0	
 6 11  51632 1329252   5384 21807964    0    0 20420 33382 14333 10446 10  4 34 52  0	
 4 12  51632 1266936   5384 21868744    0    0 17600 40216 13907 10029  9  4 34 53  0	
 3  9  51632 1275952   5380 21860304    0    0 22530 34048 13661 10389 11  4 33 53  0	
 1 10  51632 1273188   5392 21863552    0    0 16834 36364 12084 9571  8  3 36 53  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  9  51632 1228540   5384 21901692    0    0 14080 49152 12013 9453  8  3 41 47  0	
 3 10  51632 1229936   5400 21900544    0    0 20162 25154 13032 10428 10  3 34 53  0	
 4  9  51632 1211752   5392 21917324    0    0 19712 32768 14591 11945 10  4 34 51  0	
 2 15  51632 1186412   5396 21941704    0    0 17410 34822 14556 11930  9  4 34 53  0	
 5 14  51632 1153948   5404 21973088    0    0 22848 24622 14238 10662 11  4 30 55  0	
 2 20  51632 1160788   5412 21952292    0    0 25282 25344 17930 13464 14  5 22 59  0	
 1 22  51632 1168024   5412 21945860    0    0 16384 45108 16191 12416  8  4 21 67  0	
 3 22  51632 1142604   5416 21970244    0    0 13826 45314 14107 9777  7  3 22 68  0	
 7 13  51632 1148924   5420 21965640    0    0 14210 49690 14127 10740  7  3 31 58  0	
 5 13  51632 1151732   5428 21965144    0    0 15042 41010 14874 11916  7  4 36 53  0	
 9 12  51632 1151160   5424 21964144    0    0 16132 43004 15054 12000  8  4 34 54  0	
 1 15  51632 1148400   5436 21969176    0    0 17858 39990 14794 11748  9  4 34 53  0	
 1 12  51632 1152636   5428 21965504    0    0 17344 32766 13885 10268  8  3 34 55  0	
 0 16  51632 1139608   5432 21962056    0    0 19650 44276 16266 11332 11  5 26 58  0	
 0 16  51632 1143172   5432 21957000    0    0 19968 35376 16482 11415 10  4 22 64  0	
 1 12  51632 1125300   5440 21975128    0    0 20356 36104 15521 10675 10  4 24 62  0	
 1 12  51632 1129616   5436 21970452    0    0 19714 32512 14410 10216  9  4 28 59  0	
 4 16  51632 1129364   5444 21970856    0    0 19072 38460 16201 11143  9  4 18 69  0	
 4 19  51632 1132968   5448 21967848    0    0 19780 40194 14592 10486 10  3 25 62  0	
 2 13  51632 1127348   5448 21968720    0    0 17280 37670 14411 10015  9  4 30 56  0	
 2 13  51632 1126352   5452 21969276    0    0 16644 44546 14406 9756  8  3 23 65  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 11  51632 1135684   5448 21957228    0    0 16770 41984 13506 9617  8  3 34 55  0	
 0 12  51632 1140260   5456 21952720    0    0 16128 40242 14306 10026  8  3 32 56  0	
 2 17  51632 1133800   5460 21959736    0    0 16514 41730 17166 11990  8  4 33 55  0	
 0 13  51632 1127392   5472 21966384    0    0 18818 33852 14467 10270  9  4 33 54  0	
 3 17  51632 1123204   5464 21963520    0    0 27650 24570 14566 10782 13  4 29 53  0	
 2 13  51632 1131684   5464 21952896    0    0 20098 24320 14184 10574  9  4 29 57  0	
 1 16  51632 1118612   5472 21967012    0    0 18178 33592 14526 10540  9  4 28 59  0	
 2 14  51632 1131308   5464 21953636    0    0 16256 48390 14568 11013  8  4 35 53  0	
 3 12  51632 1127256   5480 21958324    0    0 17924 35630 15338 11522  9  4 35 53  0	
 2 14  51632 1112812   5476 21972180    0    0 17540 39936 16648 13252  9  4 27 60  0	
 2 12  51632 1120580   5468 21965272    0    0 13762 48644 16963 13646  7  4 27 61  0	
 0 11  51632 1109396   5476 21966260    0    0 20034 26186 16573 13102 10  4 30 55  0	
 1  8  51632 1112756   5476 21964832    0    0 12352 45842 15864 12436  6  4 29 61  0	
 0 22  51632 1106672   5092 21967348    0    0 19524 46658 17786 13438 10  5 29 56  0	
 4 15  51632 1083916   5096 21992548    0    0 15170 41730 16908 13603  8  4 28 60  0	
 2 17  51632 1087092   5088 21989408    0    0 21506 24576 17571 12572 11  4 25 60  0	
 4 18  51632 1073488   5104 22000444    0    0 16642 51022 15367 10922  9  4 43 44  0	
 0 15  51632 1064656   5100 22009280    0    0 13188 42606 16056 12088  7  4 36 53  0	
 2 18  51632 1058212   5632 22008408    0    0 24320 24576 15730 11614 12  4 28 56  0	
 1 15  51632 1035132   7896 22018836    0    0 18024 23644 13955 9695  9  4 27 61  0	
 2 11  51632 1022320   7904 22032432    0    0 16708 46592 13080 9353  8  4 30 58  0	
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 16  51632 1014404   7908 22038972    0    0 18114 33334 13712 9712  9  4 37 51  0	
 8 17  51632 1007860   7908 22045652    0    0 14464 56330 13552 8970  8  3 30 59  0	
 5 11  51632 987748   7904 22060508    0    0 16706 40704 13579 9486  8  3 29 60  0	
 1 17  51632 943364   7920 22093704    0    0 20866 36414 13941 9500 11  4 31 54  0	
 2 16  51632 943432   7920 22093520    0    0 18112 32514 13333 9253  9  3 25 63  0	
 2 20  51632 927232   7932 22107932    0    0 18244 44590 13253 9070  9  3 28 60  0	
 2 19  51632 917144   7932 22114788    0    0 17792 39952 12413 8420  8  3 23 66  0	
 0 20  51632 901004   7936 22130124    0    0 18114 30208 12535 8508  9  3 17 71  0	
 2 21  51632 888108   7936 22143180    0    0 18240 40748 12510 9002  9  3 26 62  0	
