procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 11    256 10078844  20300 13431060    0    0 28454 19224 21418 20618 14  4 58 24  0
 2 14    256 9924724  20456 13580020    0    0 26444 25738 20501 19402 13  4 49 34  0
 0 12    256 9753192  20612 13750572    0    0 28082 18514 21307 20239 15  4 47 35  0
 3 11    256 9619676  20732 13878940    0    0 22810 18508 18566 17307 12  3 60 24  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  9    256 9441352  20904 14024284    0    0 27672 21556 19640 18409 13  4 56 27  0
 0 10    256 9307464  21036 14154652    0    0 23116 31230 17443 16212 12  3 58 26  0
 2  8    256 9166660  21200 14290200    0    0 22188 25552 20298 18934 11  4 63 22  0
 3  9    256 9039324  21324 14412124    0    0 19280 31876 15886 15046 10  3 60 26  0
 2  7    256 8898448  21472 14548180    0    0 26910 25428 15542 14603 13  3 60 24  0
 1  7    256 8736988  21628 14695988    0    0 28446 23766 17036 16350 13  3 63 20  0
 2  9    256 8602924  21764 14825072    0    0 20058 32184 17550 16937 11  3 58 28  0
 2 11    256 8421308  21940 15000016    0    0 31634 17844 19369 19391 14  4 51 31  0
 1  7    256 8243024  22132 15171568    0    0 26670 24536 22417 22782 13  4 59 25  0
 2 10    256 8010136  22340 15359368    0    0 25206 18404 22898 23139 14  5 53 29  0
 3  7    256 7810764  22524 15552596    0    0 25728 24476 22617 23491 13  4 54 29  0
 1  9    256 7661076  22664 15695524    0    0 11658 58698 23089 22861  8  4 52 35  0
 1  6    256 7499924  22836 15851080    0    0 21848 32308 20427 20268 11  4 52 33  0
 4  7    256 7346496  22992 15998000    0    0 18202 30474 20034 19683 10  4 49 37  0
 3  6    256 7189316  23144 16149360    0    0 21720 31404 18129 17928 11  4 58 27  0
 0  9    256 7065888  23288 16268516    0    0  6604 55942 21043 20435  7  4 61 28  0
 4  9    256 6969392  23376 16361040    0    0  7074 46458 16076 14998  5  3 61 30  0
 5  7    256 6811792  23540 16506064    0    0 24222 24994 15480 14633 12  3 57 28  0
 0 13    256 6721456  23632 16593144    0    0 10164 43926 11725 11368  7  3 55 36  0
 3 12    256 6595800  23756 16713660    0    0 20590 29642 11603 11554 10  3 46 42  0
 1 11    256 6434320  23908 16871560    0    0 28354 12586 14242 14085 13  3 51 33  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  9    256 6209192  24116 17089580    0    0 34578 23876 20001 21542 16  5 46 33  0
 4  7    256 5963812  24336 17301544    0    0 31858 16504 20951 22466 15  4 50 30  0
 2 12    256 5851468  24460 17406472    0    0 13010 32856 13107 12664  7  3 53 37  0
 1  8    256 5724740  24596 17529984    0    0 21274 34018 12520 12722  9  3 51 37  0
 0  9    256 5720732  24596 17537156    0    0   832 52318 3126 3730  0  1 64 35  0
 0 17    256 5692072  24616 17561148    0    0  1332 59994 3825 5061  5  1 58 36  0
 0 14    256 5661508  24656 17591964    0    0  8986 34698 3906 4721  1  1 53 45  0
 1 11    256 5557988  24756 17689064    0    0  9800 80458 13691 14598  4  2 44 50  0
 2  6    256 5529032  24784 17723148    0    0     0 25854 7023 7616  1  1 65 33  0
 2 12    256 5421148  24892 17822108    0    0 12070 40812 10419 11787  9  3 47 41  0
 0 11    256 5276032  25020 17955980    0    0 19928 38328 15048 16038 10  3 63 24  0
 0  7    256 5181636  25112 18043948    0    0  5294 40868 15901 15489  4  3 59 34  0
 0 11    256 5088292  25216 18132104    0    0 17236 29988 9126 9688  8  2 45 45  0
 0 19    256 5041352  25276 18179068    0    0  2816 36438 6831 7366  5  2 51 42  0
 0 15    256 4959624  25348 18255764    0    0 10638 33534 10651 10507  6  2 54 38  0
 1  7    256 4849636  25448 18363396    0    0 13962 39912 16520 16102  5  3 67 25  0
 0 14    256 4787840  25492 18420996    0    0  7560 44578 9018 9035  5  2 52 41  0
 5 15    256 4746924  25552 18461588    0    0  7228 51344 4613 5503  6  1 40 52  0
 1  9    256 4652132  25652 18552704    0    0 19300 26736 7875 8859  9  2 60 30  0
 0 10    256 4606776  25704 18595556    0    0  4996 44924 7318 7446  4  2 56 38  0
 2 11    256 4550412  25760 18650944    0    0 10980 43338 6542 6992  6  2 50 43  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 13    256 4497436  25804 18702852    0    0  9802 44956 6218 7055  5  2 50 43  0
 1  8    256 4429748  25856 18758968    0    0 11636 31830 6681 7505  6  2 52 40  0
 0 14    256 4367132  25916 18818884    0    0  9222 58524 7244 7925  6  2 58 33  0
 0  8    256 4297932  25980 18883468    0    0 15186 30100 6110 7024  6  2 58 34  0
 1  8    256 4220104  26052 18960756    0    0 17488 29900 6327 7863  7  2 56 34  0
 0  6    256 4185144  26104 18996868    0    0   448 66916 8360 8289  1  2 68 29  0
 1  6    256 4148444  26140 19032020    0    0   156 55628 8169 8016  1  2 62 36  0
 0 11    256 4130524  26164 19047332    0    0   232 67670 5498 5724  0  1 59 39  0
 0 14    256 4051404  26232 19120044    0    0  9228 42526 8720 9051  8  2 46 44  0
 0  8    256 3961804  26328 19207504    0    0 15630 34172 8683 9968  7  2 55 36  0
 0 10    256 3823804  26460 19339324    0    0 30906 13304 11420 12234 13  3 52 32  0
 3 12    256 3750640  26540 19411196    0    0  4782 48094 9629 10138  4  2 53 41  0
 1 16    256 3679228  26596 19473588    0    0 17130 31336 5646 6455  8  2 36 55  0
 1  8    256 3644756  26644 19506704    0    0  5256 51252 5495 5976  2  1 50 46  0
 0  8    256 3603652  26688 19546456    0    0  3500 44882 8319 8212  3  2 54 41  0
 0  6    256 3557376  26752 19593436    0    0  2882 60044 8980 8680  2  2 46 50  0
 2 13    256 3410772  26884 19730464    0    0 16594 26504 15946 16206 12  4 45 40  0
 0  9    256 3272488  27028 19862740    0    0 23064 23270 13931 14298  8  3 50 38  0
 3  9    256 3180360  27112 19949484    0    0 16148 27084 10549 11457  9  2 32 57  0
 0 16    256 3104016  27184 20022492    0    0  7624 58466 10433 10343  4  2 38 55  0
 3 16    256 3026000  27256 20097944    0    0  3574 53624 9543 9738  5  2 32 60  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  7    256 2919804  27372 20197888    0    0 18404 32148 10002 10758  8  3 56 34  0
11  9    256 2840268  27460 20276396    0    0 14934 37044 8740 8917  7  2 50 40  0
 1 12    256 2741444  27556 20365316    0    0  7302 51608 13433 13040  6  3 49 41  0
 0 13    256 2655772  27624 20446504    0    0 14884 46082 9599 9839  7  3 40 51  0
 4 11    256 2556176  27728 20541996    0    0 12854 38038 11348 11431  7  3 41 49  0
 1 12    256 2477660  27800 20617912    0    0  7946 46192 11376 11204  6  3 30 62  0
 0 10    256 2348068  27920 20740296    0    0 19014 34126 13902 13951  9  3 46 41  0
 1 10    256 2278288  27992 20808360    0    0 10040 40838 9523 9457  6  2 57 35  0
 0 12    256 2197992  28088 20884136    0    0 17154 29822 7580 8174  8  2 60 31  0
 0 11    256 2107540  28168 20970364    0    0 11656 43990 10076 9846  7  3 53 38  0
 1 20    256 2078988  28208 20998428    0    0  3550 51960 5242 5864  1  1 44 53  0
 0 11    256 2002244  28272 21073068    0    0  5742 47608 11475 11312  6  2 51 41  0
 0 11    256 1899144  28380 21167956    0    0 11724 46106 15240 15080  7  3 63 27  0
 1 15    256 1832108  28432 21232788    0    0  6982 49696 11200 10959  5  2 57 35  0
 0 14    256 1690432  28580 21368612    0    0 13540 62152 20767 20502  6  3 54 37  0
 0 13    256 1606512  28664 21446988    0    0  9706 40278 11055 10789  5  2 55 38  0
 0 13    256 1529176  28736 21521416    0    0  5524 51648 11036 10414  5  3 53 39  0
 0 11    256 1472984  28792 21575380    0    0  7558 49574 7485 7514  4  2 49 45  0
 1 10    256 1416476  28844 21629168    0    0  8522 39616 6912 7001  5  2 54 40  0
 1 12    256 1391608  28860 21653232    0    0  5852 45570 3372 4351  3  1 56 39  0
 0  8    256 1362768  28892 21681732    0    0  7050 52828 3495 4455  4  1 67 28  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  8    256 1339640  28916 21705556    0    0  5482 42186 3199 4080  3  1 63 33  0
 1  5    256 1279472  28972 21762924    0    0 14670 31104 4402 5394  6  2 57 35  0
 1  6    256 1259632  28984 21783236    0    0  3394 47344 3205 4243  3  1 62 34  0
 0 15    256 1291848  29072 21818116    0    0  4414 42008 4768 5496  3  8 70 19  0
 0  7    256 1286088  29072 21824700    0    0  3088 55020 1621 3074  2  1 66 31  0
 0 18    256 1276628  29080 21833464    0    0  1536 69772 2188 3803  1  1 71 27  0
 0 12    256 1205964  29152 21903456    0    0  8866 41454 8912 9337  4  2 53 41  0
 0 21    256 1144452  29232 21963268    0    0  4586 50944 8583 8625  4  2 43 51  0
 0 13    256 979196  29392 22119636    0    0 25604 87536 16068 17852  7  2 40 51  0
 0 15    256 928344  29444 22171536    0    0 10420 33586 5203 5973  6  1 44 48  0
 2  9    256 884284  29496 22213180    0    0 11282 30138 3801 5217  5  1 42 52  0
 0 15    256 850884  29544 22247704    0    0  7368 54668 4034 5147  5  1 45 49  0
 1 12    256 798616  29580 22299624    0    0 11016 36376 4869 5955  6  1 49 44  0
 0 11    256 759168  29620 22339168    0    0  8396 54306 4552 5215  5  2 50 43  0
 1 10    256 718540  29680 22378600    0    0  9706 41536 4887 6001  5  1 49 45  0
 2 13    256 687772  29712 22409528    0    0  7302 44124 4154 5394  4  1 47 48  0
 0 11    256 626152  29788 22469936    0    0 14908 34922 5699 6527  7  2 37 54  0
 1  9    256 561608  29848 22534944    0    0 14542 38878 5925 6419  7  2 48 43  0
 0 11    256 518980  29908 22575104    0    0  4748 47794 7037 7083  4  2 51 43  0
 0 11    256 416456  30036 22674344    0    0 15378 36642 11994 11921  8  3 51 39  0
 1 12    256 294520  30156 22791980    0    0  4832 59464 19007 17886  6  4 46 43  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 11    256 176392  30288 22905588    0    0 12052 36454 17963 17769  8  3 51 38  0
 0 10    256  99152  29888 22981636    0    0 10738 50534 15255 14754  5  2 48 45  0
 0 13    256  93244  29936 22988072    0    0  3722 59514 18395 17506  4  3 46 46  0
 0  7    256  99688  30016 22985060    0    0  1282 58602 13972 12881  2  3 51 45  0
 0  7    256  95320  30064 22990784    0    0   410 63500 10131 9862  1  2 53 44  0
 1  6    256  99060  30108 22989116    0    0   232 62274 8978 9016  1  2 56 42  0
 0  8    256  94360  30148 22994112    0    0   156 73278 8193 8379  1  2 56 42  0
 1  7    256  97200  30164 22992048    0    0   556 57218 3299 4802  0  1 53 46  0
 3 14    256  92152  30180 22988684    0    0  1280 73216 4020 5636  3  1 55 41  0
 1  8    256  93080  30208 22990804    0    0  7554 49566 5519 6595  3  1 48 48  0
 1 10    256  95156  30244 22988384    0    0  7878 47802 5929 6540  4  1 49 46  0
 0  9    256  98372  30304 22985404    0    0  9506 40942 7047 7390  5  2 36 58  0
 2  5    256 100164  30376 22982668    0    0 13370 36224 5494 5930  5  1 47 47  0
 0 10    256  95576  30384 22990036    0    0  2498 59224 3760 4995  2  1 54 43  0
 0  8    256  91524  30428 22993480    0    0  8010 42118 4455 5491  4  1 56 38  0
 0 11    256  92184  30468 22996052    0    0  2626 55856 6285 6820  2  2 61 35  0
 0 10    256  92356  30488 22996088    0    0  2908 49820 5434 6052  3  1 66 30  0
 0  9    256  96152  30536 22992564    0    0  8206 47622 4854 5819  4  1 65 30  0
 3 14    256  93236  30584 22994720    0    0  3708 61320 5465 6071  4  2 63 31  0
 1 11    256  95060  30624 22992644    0    0 10432 42256 5804 6455  5  2 60 34  0
 2 12    256  93140  30716 22994380    0    0 14318 33790 6916 7332  7  2 50 41  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  9    256  91668  30796 22994224    0    0 18516 26744 9084 9069  9  2 52 38  0
 3  9    256  94524  30880 22994952    0    0 12850 40526 10075 9646  6  2 50 42  0
 2 12    256  96280  30964 22995772    0    0  9574 27030 8845 8674  6  2 56 36  0
 2 15    256  98688  31052 22994848    0    0 11890 55302 13136 12592  8  3 55 34  0
 2  9    256  93696  31192 22997952    0    0 20502 31882 19751 18472 11  4 54 31  0
 0 10    256  93972  31324 22994836    0    0 16402 34736 15148 13998  9  3 45 43  0
 1 13    256  95764  31456 22983644    0    0 20720 18090 19782 17816 12  4 44 40  0
 1 12    256  95896  31608 22980628    0    0 22742 39748 17267 16369 12  4 50 34  0
 2 11    256  93296  31720 22984612    0    0 10190 48926 14665 13977  7  3 51 39  0
 7 11    256  99048  31828 22980172    0    0 14580 36580 13598 12598  7  3 54 36  0
 3  9    256  91808  31944 22986488    0    0 15632 36132 12161 11999  9  3 54 35  0
 1 12    256  95424  32036 22983960    0    0 10944 38734 12827 12487  7  3 48 42  0
 2 11    256  95964  32096 22983288    0    0  9240 36018 8697 8760  5  2 55 39  0
 0 10    256  96384  32168 22981964    0    0 12104 48914 10350 9822  7  2 64 27  0
 0 11    256  95576  32232 22978020    0    0  7048 48058 8239 8134  4  2 57 37  0
 1 11    256  91520  32320 22979844    0    0 11884 28060 10302 10255  7  2 55 35  0
 2 11    256  94220  32456 22972056    0    0 23428 30126 9838 10198 10  3 45 41  0
 3 12    256  97280  32548 22967204    0    0 18006 16088 9005 9389 10  2 46 42  0
 2  9    256  92160  32696 22973100    0    0 25948 30100 11806 11413 12  3 49 35  0
 0 12    256  97308  32764 22966276    0    0 15076 43472 7545 8054  8  2 55 35  0
 0 16    256  99600  32840 22966852    0    0  7950 46440 8853 8689  6  2 57 35  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 13    256  98760  32896 22958836    0    0 16694 27728 7126 8074  9  2 66 24  0
 0 12    256  92816  32980 22964148    0    0 20692 37382 6678 7761  9  2 68 22  0
 0 10    256  93736  33036 22963060    0    0  7954 41170 9853 10102  5  3 58 34  0
 0 12    256  97032  33148 22958056    0    0 16078 32882 11958 11072 10  3 46 42  0
 1 21    256 117276  33300 22989852    0    0 20640 47742 12698 12080 11 12 48 29  0
 0 24    256  91832  33364 23018820    0    0  4188 56674 8943 9287  3  2 40 55  0
 3 17    256  99144  33464 23013332    0    0  2990 64398 16045 15181  5  3 37 54  0
 0 15    256  92116  33616 23020328    0    0 12310 33852 19370 18442  7  4 45 44  0
 2 18    256  98256  33740 23015504    0    0 10436 36668 19667 18315  8  4 42 46  0
 1 12    256  95500  33872 23019848    0    0 19286 26452 13370 13188 10  3 42 45  0
 5 12    256  99224  33976 23001604    0    0 14924 40648 10744 10346  9  3 41 47  0
 2 16    256  98508  34104 23002732    0    0  9852 44138 14009 13485  7  3 48 42  0
 6 17    256  93432  34244 23004340    0    0 13098 31372 10721 10552  7  3 72 18  0
 0 19    256  93464  34372 23006212    0    0 11106 34236 8352 8340  6  2 53 39  0
 1 13    256  98256  34484 22999900    0    0 13022 37840 10240 9861  6  2 59 33  0
 4 21    256  94452  34716 23002412    0    0 19102 28198 21104 20291 13  5 54 29  0
 6 14    256  95588  34940 23003164    0    0 22090 36666 16994 16838 11  4 36 49  0
 7 22    256  97780  35152 22999572    0    0 15204 27214 17585 17513 10  4 35 51  0
 1 17    256  99184  35304 22992732    0    0  7210 43228 22380 21341  7  4 51 38  0
 0 18    256  97844  35508 22990604    0    0 20718 24546 15340 15449 11  4 48 38  0
 0 16    256  92052  35668 22997384    0    0 17748 26340 11657 11732  8  3 50 39  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 16    256  93052  35824 22992960    0    0 19372 39344 12125 12307  9  3 40 48  0
 1 15    256  94236  35976 22991944    0    0 11162 33770 14062 12723  7  3 41 48  0
 1 18    256  92956  36124 22992104    0    0 15788 26538 11235 11265  9  3 44 44  0
 0 17    256  96632  36268 22988260    0    0 13592 36862 11860 11593  7  3 40 51  0
 1 14    256  95452  36432 22971892    0    0 19552 17974 12310 12932 11  3 44 42  0
 1 18    256  97204  36576 22970664    0    0 11378 40274 12620 12145  6  3 47 44  0
 1 18    256  98888  36748 22965480    0    0 16430 24160 14361 13991  8  3 49 40  0
 1 14    256  98936  36900 22964228    0    0 19298 19042 13144 13256  9  3 55 33  0
 0 24    256  95104  37020 22968088    0    0  9254 45418 8599 8223  5  2 55 38  0
 1 15    256  91268  37312 22967520    0    0 32484 35502 18142 19070 10  3 37 50  0
 2 14    256  93988  37464 22962840    0    0 17070 20544 9671 9316  9  2 44 44  0
 0 19    256  99984  37660 22952048    0    0 20010 37610 16133 16071 11  4 45 40  0
 1 16    256  96448  37768 22955740    0    0  8898 35686 12199 11506  5  2 50 42  0
 5 16    256  96104  37876 22954360    0    0 11548 21206 11309 11320  6  2 47 44  0
 0 14    256  92192  38060 22953384    0    0 20212 43148 12077 11921 10  3 39 48  0
 0 19    256  97984  38132 22948124    0    0  8016 40406 8801 8423  4  2 31 63  0
 0 19    256  96892  38272 22943580    0    0  7998 48186 11205 11321  7  3 27 63  0
 0 15    256  96604  38388 22946280    0    0 17316 20050 9007 9003  8  2 36 53  0
 0 15    256  94236  38540 22946932    0    0 21100 30686 8628 9131  9  2 51 38  0
 2 17    256  98560  38684 22929640    0    0 17964 25110 8559 9389 10  2 49 38  0
 2 18    256  96616  38840 22929888    0    0 18000 19558 11217 11351  9  3 52 36  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3 14    256  93488  38980 22929336    0    0 25956 19808 9511 10950 12  3 44 42  0
 0 16    256  93464  39140 22925376    0    0 21484 31086 10810 11864  9  3 39 49  0
 0 15    256  97372  39248 22919356    0    0 13032 36762 12273 12788  9  3 46 42  0
 1 20    256  96712  39344 22918968    0    0  9484 52858 14553 14053  7  3 46 44  0
 2 18    256  94164  39488 22917192    0    0 21824 17030 11522 12313 10  3 33 54  0
 2 16    256  92904  39636 22901080    0    0 23958 15960 13945 14979 11  3 25 61  0
 2 13    256  95768  39780 22894008    0    0 16214 45176 15909 16302 10  4 42 44  0
 1 14    256  92672  39900 22895860    0    0 18604 20010 12416 12315  9  3 36 52  0
 7 17    256  97760  40060 22880020    0    0 18740 31770 18294 18402 13  5 29 54  0
 1 17    256  97200  40220 22881708    0    0 17944 20518 17031 16833 11  4 41 44  0
 4 16    256  94608  40416 22875488    0    0 28758 14560 18594 18513 14  4 58 24  0
 0 29    256  97244  40536 22875504    0    0 21160 44242 10811 12058 10  7 44 40  0
 0 14    256  91464  40652 22883980    0    0 20396 54450 13102 14953  6  2 41 52  0
 0 15    256  97056  40772 22876740    0    0 11514 53524 12674 13180  8  3 31 58  0
 6 19    256  92868  40896 22878536    0    0 17902 27548 10455 11186  9  3 35 53  0
 1 16    256  92952  41112 22879100    0    0 29512 26574 17543 18668 14  4 31 51  0
 3 17    256  91552  41244 22864608    0    0 20632 23042 15923 16607 11  4 25 60  0
 3 17    256  99632  41384 22854328    0    0 23130 31904 15438 15650 12  4 31 53  0
 1 16    256  91744  41500 22862860    0    0 18966 25840 11939 12332  8  3 21 69  0
 1 19    256  97916  41620 22854568    0    0 16404 29686 12466 13177 12  3 18 67  0
 2 15    256  92004  41804 22861460    0    0 19370 39130 21354 23198 12  5 43 41  0
procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1 15    256  94640  41948 22858084    0    0 16444 31460 20065 19817  8  4 42 46  0
