procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  3 162036 1597768  24596 20557112    0    0 19372 42866 14033 18311 10  3 74 13  0
 1  2 162036 1427060  24748 20727592    0    0 17782 50200 11771 14299  8  3 73 16  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  3 162036 1311732  24868 20842696    0    0  8098 53178 11563 14412  5  2 78 15  0
 1  3 162036 1183152  24992 20972096    0    0 12790 39530 11243 13212  7  2 75 16  0
 0  5 162036 1095640  25064 21055728    0    0  6970 66780 9387 11143  5  1 79 15  0
 1  2 162036 956744  25204 21195104    0    0 30068 27790 7128 8121 12  2 70 16  0
 0  2 162036 913840  25264 21236820    0    0  9746 48576 3532 3046  4  1 78 17  0
 1  2 162036 869820  25304 21280784    0    0  4484 48044 4192 4415  3  1 80 16  0
 0  2 162036 813772  25336 21315120    0    0  4356 61312 3271 3106  3  1 80 16  0
 2  3 162036 729948  25428 21400008    0    0 16148 36298 4751 5205  7  1 78 13  0
 0  3 162036 590324  25572 21539540    0    0 32678 33450 6269 7326 13  1 71 14  0
 3  3 162036 476484  25684 21653248    0    0 23576 41936 5021 6423 10  2 77 12  0
 3  4 162036 297684  25852 21831240    0    0 37156 19554 7345 9931 15  2 67 15  0
 0  3 162036 175800  25948 21933304    0    0 20526 50596 5317 6429 10  1 77 12  0
 1  5 162036 164656  25580 21944272    0    0 23296 41852 5355 6290  9  1 78 11  0
 2  3 162036 164664  25752 21945596    0    0 39518 35760 7514 9623 17  2 64 17  0
 5  4 162036 162432  25900 21932884    0    0 42948 10680 6351 9409 18  2 59 20  0
 3  3 162036 158960  26072 21934308    0    0 48532 17076 7024 9756 19  3 60 18  0
 1  2 162036 164788  26128 21929808    0    0 13962 65200 4826 4927  7  1 73 18  0
 1  3 162036 165284  26268 21927344    0    0 28330 32794 5164 6043 11  2 68 20  0
 0  4 162036 159464  26380 21934336    0    0 23216 33384 4785 6044 10  1 74 15  0
 1  3 162036 163556  26472 21922488    0    0 24956 38724 5163 6187 10  2 68 21  0
 0  3 162036 161820  26580 21925568    0    0 22172 36498 4723 5613  9  1 67 22  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 162036 156860  26672 21930816    0    0 19862 37592 5600 5500  8  1 67 23  0
 1  3 162036 156984  26752 21930012    0    0 19474 47198 4656 4968  8  1 70 21  0
 0  3 162036 160208  26836 21926864    0    0 20500 42590 4297 5191  9  1 71 19  0
 1  4 162036 158736  26920 21917128    0    0 20936 45398 4849 5632  9  1 73 16  0
 1  3 162036 158364  27032 21916772    0    0 22274 47260 4807 5395  9  2 70 19  0
 1  2 162036 161092  27128 21916188    0    0 24062 32702 5083 5568 10  1 69 19  0
 0  4 162036 159356  27216 21918884    0    0 22292 31860 5025 5437 10  1 68 21  0
 4  1 162036 164192  27340 21914132    0    0 24732 48308 5344 6438 11  2 70 17  0
 2  3 162036 164424  27476 21905216    0    0 16660 42252 6646 8171  8  1 79 12  0
 1  3 162036 157108  27584 21910960    0    0 19092 51416 6229 8350  8  2 74 16  0
 0  3 162036 161200  27708 21908616    0    0 13584 41656 6158 7939  7  2 74 17  0
 0  4 162036 161564  27916 21907168    0    0 31786 38606 7735 10398 13  3 68 16  0
 1  3 162036 162448  28024 21905592    0    0 25374 28664 5593 6339 10  2 72 16  0
 1  2 162036 163688  28156 21897932    0    0 31520 38568 6895 7251 13  2 69 15  0
 3  3 162036 160356  28264 21899432    0    0 27288 33854 7910 6811 12  2 70 16  0
 0  2 162036 170276  28344 21889880    0    0 19984 52594 6578 5274 10  2 72 16  0
 2  2 162036 158852  28456 21900556    0    0 15390 40988 3906 3182  6  1 76 18  0
 0  4 162036 165160  28560 21895088    0    0 13578 56794 5999 6328  7  2 79 12  0
 2  2 162036 159828  28668 21900544    0    0  9358 54334 5978 7355  5  2 75 19  0
 0  1 162036 162604  28816 21897344    0    0 10762 63990 7375 9235  6  2 79 14  0
 0  2 162036 160404  28964 21899552    0    0  6150 55120 8344 11486  4  2 83 11  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  2 162036 157924  29048 21901824    0    0  6152 60606 5649 6959  3  1 83 12  0
 0  2 162036 165976  29176 21893788    0    0  6406 58852 7889 10005  4  2 84 10  0
 0  6 162036 161520  29260 21893700    0    0  5384 36330 5317 6823  4  1 66 29  0
 0  2 162036 219304  29360 21836668    0    0  6920 48746 5771 7133  4 10 69 18  0
 0  2 162036 163660  29444 21892996    0    0  5382 31698 5376 6817  4  1 74 21  0
 0  2 162036 159196  29468 21896692    0    0  6792 40002 2541 1995  3  1 82 14  0
 0  2 162036 162792  29484 21893204    0    0  4826 41298 2609 2094  3  1 87 10  0
 1  3 162036 153740  29564 21900928    0    0 14868 36244 3479 3155  6  1 71 22  0
 1  2 162036 164280  29656 21890444    0    0 24218 49014 4847 4627 10  2 68 21  0
 2  3 162036 162544  29736 21893508    0    0 18964 58580 4572 3818  8  1 71 19  0
 3  3 162036 158328  29832 21897084    0    0 23982 43562 5355 4710 10  1 66 23  0
 2  3 162036 163048  29948 21877224    0    0 20890 38582 4572 5432  9  2 69 21  0
 3  2 162036 160320  30136 21877196    0    0 42062 17700 8145 10968 17  3 70 10  0
 4  4 162036 158724  30368 21878760    0    0 45872  5822 9121 13174 19  3 65 13  0
 0  9 162036 159916  30524 21848216    0    0 26142 37566 6504 8771 11  2 63 24  0
 2  6 162036 163256  30620 21843292    0    0 12966 40912 6090 7859  6  1 56 36  0
 4  4 162036 161932  30696 21847012    0    0 15888 23360 4061 5034  7  1 40 52  0
 1  4 162036 292868  30836 21709720    0    0 28602 26564 6827 8516 16  2 62 20  0
 4  5 162036 162884  31016 21842880    0    0 30062 20614 8285 9756 13  2 60 25  0
 2  4 162036 161272  31228 21837556    0    0 37420 20020 10066 12689 18  3 60 20  0
 1  4 162036 159784  31328 21838400    0    0 17294 40880 7909 9088  8  2 60 30  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  5 162036 161280  31392 21834692    0    0 11664 54020 4266 4350  5  1 56 38  0
 0  9 162036 161652  31504 21835608    0    0 23066 39838 6707 7419 10  2 54 35  0
 0 15 162036 159520  31616 21836688    0    0 13634 51414 5746 6523  7  1 42 50  0
 0 15 162036 162464  31744 21833884    0    0 16098 39770 6894 9083  7  2 33 59  0
 2  4 162036 160356  31968 21824372    0    0 26800 25494 12100 17525 14  4 38 44  0
 0  8 162036 165828  32156 21816812    0    0 27268 46122 8967 13209 12  3 55 30  0
 0 12 162036 160612  32220 21822252    0    0 12052 19040 2951 2851  4  1 36 59  0
 0 15 162036 159132  32280 21824384    0    0 11788 54188 3925 4442  5  1 36 58  0
 1  5 162036 158512  32320 21822364    0    0  7584 53076 2478 2895  4  1 32 64  0
 0 15 162036 160992  32440 21820044    0    0 22938 28812 5405 7327 10  2 38 51  0
10  9 162036 157752  32536 21822636    0    0 15116 51488 4761 5930  7  1 35 57  0
 0 19 162036 161100  32652 21818484    0    0 14036 43620 5175 7636  7  2 30 61  0
 2  3 162036 158016  32824 21812020    0    0 20048 37934 8729 13800 10  3 49 38  0
 1  3 162036 160776  32972 21810592    0    0 18430 42914 8208 11741  9  2 68 21  0
 2  3 162036 159784  33064 21810872    0    0 11914 56012 6229 7537  5  1 74 19  0
 0 10 162036 162156  33140 21809220    0    0 17578 49896 4627 4141  8  1 51 40  0
 0  7 162036 162280  33180 21807968    0    0  6766 66292 3517 3275  3  1 57 39  0
 1  3 162036 156964  33240 21812724    0    0 15144 52860 4625 4183  7  1 55 37  0
 1  2 162036 160080  33308 21810548    0    0 15734 50168 4657 3825  7  1 56 35  0
 0  4 162036 158468  33380 21806220    0    0 16620 44600 5487 3968  8  1 71 20  0
 1  3 162036 157080  33492 21806524    0    0 15738 42966 5781 5831  6  2 74 19  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  4 162036 157204  33616 21808656    0    0 21070 36706 6417 7429 10  2 68 20  0
 1  3 162036 158048  33756 21803108    0    0 18332 42260 5366 5852  8  1 78 13  0
 1  3 162036 157312  33892 21804596    0    0 22060 37674 7194 8152 10  2 76 12  0
 1  2 162036 161776  33972 21799916    0    0 13944 51734 5525 6148  7  1 76 16  0
 1  2 162036 160172  34060 21803120    0    0 18448 49446 7204 7411  9  1 78 12  0
 4  4 162036 158140  34348 21796532    0    0 42198  6062 11916 13492 20  3 61 16  0
 6  4 162036 159140  34676 21791496    0    0 62126 12054 11209 14226 28  4 50 18  0
 0 10 162036 163224  34956 21767648    0    0 59890  5564 10332 13189 26  4 53 17  0
 0 10 162036 161620  35104 21771208    0    0 34160 29078 7160 8269 15  2 41 42  0
 2 13 162036 163844  35236 21765152    0    0 29884 56230 5549 5883 13  2 37 48  0
 0 13 162036 160504  35284 21768944    0    0 10990 56660 4040 4463  4  1 52 43  0
 4 10 162036 159636  35440 21750544    0    0 28082 87908 8144 10133  8  2 43 47  0
 4  5 162036 159760  35540 21753640    0    0 20096 40628 4595 5063  8  1 46 45  0
 0 10 162036 160644  35636 21752172    0    0 22802 32574 5600 5176 10  1 48 41  0
 1  5 162036 162512  35840 21747532    0    0 41518 31164 9783 11569 19  3 58 19  0
 3  3 162036 161636  36048 21737280    0    0 41134 14138 7734 10348 17  3 66 15  0
 2  7 162036 161156  36224 21737952    0    0 43330 25346 6490 9233 18  3 62 17  0
 4  7 162036 162644  36320 21736112    0    0 20762 50842 5001 4837  9  1 46 43  0
 0 15 162036 157684  36436 21740408    0    0 29364 32896 5839 5802 14  2 46 38  0
 0 13 162036 162520  36536 21737768    0    0 21700 45570 4521 4952  8  1 41 50  0
 2 13 162036 162024  36652 21737416    0    0 28014 32038 5652 6425 13  1 44 42  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  8 162036 158784  36792 21738864    0    0 29728 40300 6254 7140 14  2 39 45  0
 3  5 162036 162792  36940 21730228    0    0 23086 43326 8566 11089 13  2 45 40  0
 5 10 162036 160644  37052 21732096    0    0 21170 47468 6515 7765  8  2 52 38  0
 4 10 162036 159528  37312 21733408    0    0 51128  6038 10428 13116 22  3 46 29  0
 3 10 162036 161100  37592 21721012    0    0 60570  6960 9778 11204 27  3 44 27  0
 0 13 162036 157760  37684 21719668    0    0 16424 67000 5820 5294  8  1 42 49  0
 0 12 162036 161704  37840 21718572    0    0 26892 42156 7748 7708 10  2 38 50  0
 4  6 162036 162960  37944 21715840    0    0 25622 40356 6151 6705 12  2 35 52  0
 0 13 162036 160984  38056 21716200    0    0 26908 47300 6933 5850 12  2 38 49  0
 1  9 162036 161636  38160 21700272    0    0 20782 43620 6192 5843 10  2 41 47  0
 1 14 162036 166488  38304 21697276    0    0 34112 31148 7954 7320 16  2 36 46  0
 0 14 162036 159876  38432 21702772    0    0 26986 33280 6196 7210 11  2 30 56  0
 0 17 162036 158712  38636 21703756    0    0 24140 35626 7914 11456 11  3 29 57  0
 0 18 162036 160796  38848 21696692    0    0 25948 42528 10453 16400 14  4 33 49  0
 2 10 162036 167880  39028 21683204    0    0 27608 31346 8509 10974 12  2 35 50  0
 1 17 162036 160936  39256 21688772    0    0 31020 58280 11228 14454 10  2 35 52  0
 0 18 162036 157572  39404 21691940    0    0 21674 39092 8336 10710 10  2 37 51  0
 0 18 162036 160300  39484 21690656    0    0 13556 45834 7202 8829  7  2 42 49  0
 1 13 162036 163820  39628 21688568    0    0 16324 43488 8838 10930  9  2 52 36  0
 0 19 162036 159200  39796 21680304    0    0 25222 31184 9182 10589 12  3 39 46  0
 2  2 162036 157696  39920 21680456    0    0 17270 43138 8052 10104  8  2 36 53  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  2 162036 161804  40188 21679900    0    0 27680 37284 15961 22150 13  4 63 20  0
 0  9 162036 161200  40344 21677920    0    0 26652 25976 7648 8763 12  2 38 48  0
 2 15 162036 156364  40468 21682364    0    0 21018 39462 6652 7446 10  2 42 47  0
 2 11 162036 158968  40580 21660432    0    0 18450 45740 6442 7523  9  1 42 47  0
 0 15 162036 161572  40700 21658712    0    0 24090 35340 7178 7323 11  2 42 45  0
 2 12 162036 162184  40828 21658892    0    0 20756 45236 7378 7915  9  2 37 52  0
 0 12 162036 162944  40928 21656704    0    0 11166 45884 7935 9982  6  2 46 46  0
 2  2 162036 158100  41028 21662144    0    0 14712 50234 7401 9214  7  2 37 54  0
 2  2 162036 160192  41216 21659240    0    0 27542 31416 13052 14328 13  3 64 20  0
 0 18 162036 152008  41396 21656680    0    0 24222 36750 11150 11713 12  3 54 32  0
 2  5 162036 158092  41520 21652580    0    0 19140 41262 8706 9579  8  2 46 44  0
 2  3 162036 160572  41696 21649116    0    0 27886 33372 11743 12790 13  3 65 19  0
 1  3 162036 162052  41804 21649400    0    0 22448 38710 7886 8330 10  2 58 30  0
 1  8 162036 154240  41916 21656368    0    0 19712 31980 7227 7475  9  2 47 42  0
 0 20 162036 157324  41992 21643464    0    0 21590 43622 5578 6077  9  2 38 51  0
 5  6 162036 158548  42112 21641588    0    0 18602 45136 6808 7887  8  2 36 54  0
 2  4 162036 256132  42276 21514132    0    0 29962 26254 10965 10582 18  3 43 36  0
 4  4 162036 163280  42440 21640112    0    0 29724 32134 8939 10039 14  3 68 15  0
 6 10 162036 151964  42636 21640304    0    0 38584 18448 7519 9034 15  2 57 25  0
 1  5 162036 158396  42776 21631960    0    0 29088 32276 8154 8367 12  2 54 31  0
 2  4 162036 162488  42968 21628452    0    0 36542 30244 8403 10527 15  2 65 18  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  3 162036 159388  43056 21631168    0    0 19576 46992 6168 7614  8  2 76 15  0
 3  5 162036 158768  43196 21631672    0    0 22296 31668 7647 9957 10  2 67 21  0
 0 20 162036 162720  43268 21607096    0    0 11666 52480 4465 5166  5  1 35 59  0
 0 18 162036 159224  43388 21609340    0    0 13200 40196 5197 7091  6  1 25 68  0
 3  7 162036 162820  43624 21608600    0    0 29110 31858 11737 16514 14  4 45 36  0
 0 14 162036 158240  43728 21610916    0    0 18558 30434 7134 9104  8  2 34 56  0
 0 10 162036 159124  43872 21612704    0    0 19864 38080 8063 10720  9  2 40 49  0
 3  4 162036 158588  44148 21597800    0    0 36398 29218 11471 16650 17  4 37 42  0
 8 12 162036 160588  44376 21594056    0    0 39102 25928 10195 13409 16  3 50 31  0
 1 15 162036 157240  44484 21596332    0    0 20222 41476 6220 7418  9  2 28 61  0
 0 13 162036 162588  44524 21592588    0    0 12558 39324 4621 4969  5  1 45 49  0
 4  3 162036 161000  44688 21594740    0    0 25240 46044 8437 10611 12  3 50 35  0
 1  3 162036 159272  44872 21574604    0    0 28346 33306 10290 12099 12  3 70 15  0
 4  5 162036 164720  45048 21571444    0    0 31654 20886 8038 10167 13  2 60 24  0
 2  5 162036 158280  45248 21576444    0    0 43798 25878 9201 10891 18  3 58 21  0
 2  4 162036 160496  45420 21572788    0    0 26932 30318 8868 11088 13  2 67 18  0
 4  4 162036 157164  45624 21559220    0    0 34356 16426 8169 9557 14  8 62 17  0
 4  3 162036 158752  46040 21558036    0    0 25124 27026 8614 9553 11  2 65 23  0
 2  9 162036 160860  46164 21555452    0    0 10738 44502 8039 8204  7  2 60 31  0
 0  3 162036 160164  46620 21557072    0    0 30944 24136 8359 8206 11  2 59 28  0
 0  4 162036 161780  47012 21555372    0    0 12196 18758 6912 7407  5  1 75 19  0
procs -----------memory---------- ---swap-- -----io---- -system-- -----cpu------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  3 162036 159424  47408 21542196    0    0 14240 21478 7983 8450  7  2 73 18  0
 0  3 162036 161780  47776 21538116    0    0 12186 31114 8322 8370  6  2 76 17  0
 1  3 162036 160680  47976 21540344    0    0  8930 34290 6945 7869  4  1 79 16  0
 0  2 162036 163052  48032 21537544    0    0 10864 43170 4282 3747  5  1 81 13  0
 0  2 162036 157348  48072 21543628    0    0  9738 50722 4132 3480  4  1 82 13  0
 0  6 162036 162928  48100 21536672    0    0  7590 47060 4673 3574  4  1 83 13  0
 3  3 162036 165920  48208 21534120    0    0 20366 32260 5903 5172  8  1 73 18  0
 2  3 162036 159348  48264 21540756    0    0 15502 57946 4437 4486  6  1 80 13  0
 1  2 162036 165804  48344 21536520    0    0 15352 35702 5605 5257  7  1 75 17  0
 2  3 162036 163936  48448 21524352    0    0 19164 28284 5989 5906  8  1 71 19  0
 2  3 162036 156992  48588 21533592    0    0 26946 28196 7245 6984 11  2 73 14  0
 3  2 162036 160588  48792 21529744    0    0 49438    64 9584 10133 19  3 60 17  0
 3  4 162036 157132  48912 21533608    0    0 28596 27174 8213 6717 12  2 73 13  0
 2  2 162036 157100  49036 21505480    0    0 18298 49216 6765 7286  8  2 80 10  0
 4  3 162036 165284  49264 21496400    0    0 44342  7862 9450 11419 17  3 64 16  0
 2  4 162036 161556  49464 21499636    0    0 41664 20502 9324 11533 18  3 66 14  0
 1  4 162036 159324  49632 21482536    0    0 29442 13838 9107 10375 14  2 72 12  0
 3  4 162036 163424  49752 21475456    0    0 12228 68418 5930 6594  6  1 56 37  0
 0  4 162036 157068  49960 21482540    0    0 34704 32766 9735 14181 15  3 67 15  0
