 S0C    S1C    S0U    S1U      EC       EU        OC         OU       PC     PU    YGC     YGCT    FGC    FGCT     GCT   
961152.0 961152.0  0.0    0.0   5767232.0 115344.7 15379136.0    0.0     21248.0 5723.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 230689.5 15379136.0    0.0     21248.0 14344.1      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 3576106.3 15379136.0    0.0     31232.0 30841.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 4037517.0 15379136.0    0.0     34112.0 33982.0      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5421973.3 15379136.0    0.0     34880.0 34716.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0    0.0   5767232.0 5767232.0 15379136.0    0.0     46592.0 46528.4      0    0.000   0      0.000    0.000
961152.0 961152.0  0.0   118315.1 5767232.0 1910615.1 15379136.0    0.0     49088.0 48926.9      1    0.096   0      0.000    0.096
961152.0 961152.0  0.0   118315.1 5767232.0 3981845.5 15379136.0    0.0     50240.0 50203.0      1    0.096   0      0.000    0.096
961152.0 961152.0 115437.6  0.0   5767232.0 945072.1 15379136.0    0.0     50432.0 50255.9      2    0.176   0      0.000    0.176
961152.0 961152.0 115437.6  0.0   5767232.0 3628772.2 15379136.0    0.0     50432.0 50345.3      2    0.176   0      0.000    0.176
961152.0 961152.0  0.0   135988.4 5767232.0 1464503.6 15379136.0    0.0     50624.0 50454.2      3    0.278   0      0.000    0.278
961152.0 961152.0  0.0   135988.4 5767232.0 4824122.3 15379136.0    0.0     50624.0 50467.1      3    0.278   0      0.000    0.278
961152.0 961152.0 135947.9  0.0   5767232.0 2319376.9 15379136.0    0.0     50624.0 50467.1      4    0.362   0      0.000    0.362
961152.0 961152.0 135947.9  0.0   5767232.0 4885574.0 15379136.0    0.0     50624.0 50474.9      4    0.362   0      0.000    0.362
150656.0 961152.0  0.0   141170.2 5767232.0 2693613.8 15379136.0    0.0     50624.0 50476.9      5    0.463   0      0.000    0.463
150656.0 961152.0  0.0   141170.2 5767232.0 5264336.1 15379136.0    0.0     50624.0 50477.9      5    0.463   0      0.000    0.463
150656.0 151040.0 135977.1  0.0   7387456.0 2257004.7 15379136.0    0.0     50624.0 50479.6      6    0.569   0      0.000    0.569
150656.0 151040.0 135977.1  0.0   7387456.0 4817826.3 15379136.0    0.0     50624.0 50479.8      6    0.569   0      0.000    0.569
150656.0 151040.0 135977.1  0.0   7387456.0 7385376.3 15379136.0    0.0     50816.0 50690.8      6    0.569   0      0.000    0.569
166976.0 45120.0  0.0   45084.7 7387456.0 2948621.0 15379136.0  88222.0   50816.0 50769.3      7    0.684   0      0.000    0.684
166976.0 45120.0  0.0   45084.7 7387456.0 5906000.6 15379136.0  88222.0   51008.0 50823.7      7    0.684   0      0.000    0.684
166976.0 174528.0 50590.7  0.0   7340480.0 1597046.4 15379136.0  105066.1  51008.0 50823.7      8    0.707   0      0.000    0.707
166976.0 174528.0 50590.7  0.0   7340480.0 5070255.9 15379136.0  105066.1  51008.0 50829.9      8    0.707   0      0.000    0.707
176576.0 60864.0  0.0   60847.1 7340480.0 981719.7 15379136.0  105090.1  51008.0 50830.1      9    0.769   0      0.000    0.769
176576.0 60864.0  0.0   60847.1 7340480.0 4202357.0 15379136.0  105090.1  51008.0 50830.8      9    0.769   0      0.000    0.769
176576.0 179840.0 43384.0  0.0   7329856.0 335018.9 15379136.0  120052.0  51008.0 50830.8     10    0.828   0      0.000    0.828
176576.0 179840.0 43384.0  0.0   7329856.0 3791289.6 15379136.0  120052.0  51008.0 50831.0     10    0.828   0      0.000    0.828
176576.0 179840.0 43384.0  0.0   7329856.0 7150963.1 15379136.0  120052.0  51008.0 50839.3     10    0.828   0      0.000    0.828
179392.0 179840.0  0.0   53561.6 7329856.0 2399349.5 15379136.0  131376.7  51008.0 50840.1     11    0.847   0      0.000    0.847
179392.0 179840.0  0.0   53561.6 7329856.0 5078321.5 15379136.0  131376.7  51008.0 50842.4     11    0.847   0      0.000    0.847
179392.0 178688.0 48511.7  0.0   7331456.0 527921.0 15379136.0  148168.3  51008.0 50842.6     12    0.968   0      0.000    0.968
179392.0 178688.0 48511.7  0.0   7331456.0 3629672.3 15379136.0  148168.3  51008.0 50847.9     12    0.968   0      0.000    0.968
179392.0 178688.0 48511.7  0.0   7331456.0 4839192.8 15379136.0  148168.3  51008.0 50850.6     12    0.968   0      0.000    0.968
179392.0 178688.0 48511.7  0.0   7331456.0 5786621.0 15379136.0  148168.3  51008.0 50850.8     12    0.968   0      0.000    0.968
179392.0 178688.0 48511.7  0.0   7331456.0 6524371.5 15379136.0  148168.3  51008.0 50851.2     12    0.968   0      0.000    0.968
